Departure,Return,Bike,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-12-31 10:00,2023-12-31 10:00,30311,TRUE,0005 Dunsmuir & Beatty,0005 Dunsmuir & Beatty,365 Day Pass Standard,0,8,7,3,0,0
2023-12-31 10:00,2023-12-31 10:00,1213,FALSE,0223 Commercial & Adanac,0071 14th & Granville,Community Pass,7347,2023,10,12,0,0
2023-12-31 10:00,2023-12-31 10:00,30553,TRUE,0310 Jervis & Robson,0063 Robson & Granville,Pay Per Ride,889,175,7,3,0,0
2023-12-31 10:00,2023-12-31 11:00,30287,TRUE,0083 Aquatic Centre,0083 Aquatic Centre,365 Corporate Plus,19,340,0,6,0,0
2023-12-31 10:00,2023-12-31 10:00,30036,TRUE,0227 Campbell & Hastings,0063 Robson & Granville,Community Pass E-bike (PWD),3268,682,0,10,0,0
2023-12-31 10:00,2023-12-31 10:00,30467,TRUE,0310 Jervis & Robson,0310 Jervis & Robson,Pay Per Ride,0,7,6,2,0,0
2023-12-31 10:00,2023-12-31 10:00,1726,FALSE,0005 Dunsmuir & Beatty,0053 Keefer & Abbott,Community Pass E-bike (PWD),3789,1541,11,12,0,0
2023-12-31 10:00,2023-12-31 10:00,30490,TRUE,0058 Richards & Smithe,0083 Aquatic Centre,Pay Per Ride,2234,674,7,10,0,0
2023-12-31 10:00,2023-12-31 10:00,30643,TRUE,0058 Richards & Smithe,0083 Aquatic Centre,Pay Per Ride,2297,672,6,11,0,0
2023-12-31 10:00,2023-12-31 10:00,740,FALSE,0123 Georgia & Thurlow,0079 Nelson & Richards,365 Day Pass Standard,1306,407,11,13,0,0
2023-12-31 10:00,2023-12-31 10:00,1288,FALSE,0212 Union & Dunlevy,0177 Quebec & 1st,365 Day Pass Plus,1319,475,11,12,0,0
2023-12-31 10:00,2023-12-31 10:00,30113,TRUE,0096 Nicola & Robson,0008 8th & Ash,365 Day Pass Standard,3439,793,7,11,0,0
2023-12-31 10:00,2023-12-31 10:00,304,FALSE,0041 Cardero & Robson,0096 Nicola & Robson,365 Day Pass Standard,202,108,11,11,0,0
2023-12-31 10:00,2023-12-31 10:00,600,FALSE,0083 Aquatic Centre,0102 Stanley Park - Second Beach North,24 Hour,2717,743,11,12,0,0
2023-12-31 10:00,2023-12-31 10:00,1694,FALSE,0088 Harwood & Bute,0037 Hornby & Nelson,Community Pass E-bike,1114,380,10,11,0,0
2023-12-31 10:00,2023-12-31 10:00,1664,FALSE,0039 Helmcken & Burrard,0005 Dunsmuir & Beatty,365 Day Pass Standard SALE,2172,949,11,12,0,0
2023-12-31 10:00,2023-12-31 10:00,2110,FALSE,0057 Marinaside & Cooperage,0055 Keefer & Columbia,365 Day Pass Standard,1707,490,10,12,0,0
2023-12-31 10:00,2023-12-31 10:00,525,FALSE,0227 Campbell & Hastings,0053 Keefer & Abbott,Community Pass,1927,468,9,12,0,0
2023-12-31 9:00,2023-12-31 10:00,1943,FALSE,0002 Burrard Station (Melville & Dunsmuir),0201 Rogers Tower,365 Day Pass Standard,514,221,11,12,0,0
2023-12-31 9:00,2023-12-31 10:00,30184,TRUE,0142 Beach & Cardero,0217 Smithe & Burrard,Pay Per Ride,1893,524,6,10,0,0
2023-12-31 9:00,2023-12-31 10:00,30569,TRUE,0101 Stanley Park - Vancouver Aquarium,0101 Stanley Park - Vancouver Aquarium,Pay Per Ride,8227,3228,5,2,0,0
2023-12-31 9:00,2023-12-31 10:00,1322,FALSE,0005 Dunsmuir & Beatty,0201 Rogers Tower,Pay Per Ride,1605,581,10,11,0,0
2023-12-31 9:00,2023-12-31 9:00,30569,TRUE,0101 Stanley Park - Vancouver Aquarium,0101 Stanley Park - Vancouver Aquarium,Pay Per Ride,0,22,5,8,0,0
2023-12-31 9:00,2023-12-31 10:00,1840,FALSE,0531 18th & Cambie,0008 8th & Ash,365 Corporate Standard Renewal,1313,364,9,9,0,0
2023-12-31 9:00,2023-12-31 10:00,1947,FALSE,0143 South False Creek Seawall,0006 Olympic Village Station,Community Pass,1102,435,10,10,0,0
2023-12-31 9:00,2023-12-31 10:00,1460,FALSE,0102 Stanley Park - Second Beach North,0057 Marinaside & Cooperage,365 Day Pass Standard,4870,943,10,11,0,0
2023-12-31 9:00,2023-12-31 10:00,600,FALSE,0136 David Lam Park,0083 Aquatic Centre,24 Hour,1821,632,10,12,0,0
2023-12-31 9:00,2023-12-31 10:00,30566,TRUE,0122 Haro & Denman,0314 Rolston & Granville,365 Day Pass Standard,2434,618,6,4,0,0
2023-12-31 9:00,2023-12-31 10:00,721,FALSE,0223 Commercial & Adanac,0200 Cardero & Bayshore,365 Corporate Standard,5209,1070,10,12,0,0
2023-12-31 9:00,2023-12-31 10:00,30524,TRUE,0193 Science World,0093 Chilco & Robson,365 Corporate Plus Renewal,5766,879,6,10,0,0
2023-12-31 9:00,2023-12-31 9:00,531,FALSE,0035 Hastings & Broughton,0034 Cordova & Bute,365 Day Pass Plus,453,169,11,12,0,0
2023-12-31 9:00,2023-12-31 10:00,1617,FALSE,0044 Pacific & Richards,0044 Pacific & Richards,365 Day Founding Plus,992,1007,12,12,619,2
2023-12-31 9:00,2023-12-31 9:00,30454,TRUE,0191 7th & Laurel,0189 Granville Island,365 Corporate Standard,1439,255,5,3,0,0
2023-12-31 9:00,2023-12-31 9:00,880,FALSE,0073 Ontario & 5th,0193 Science World,365 Corporate Plus Renewal,920,208,10,12,0,0
2023-12-31 9:00,2023-12-31 9:00,1977,FALSE,0039 Helmcken & Burrard,0021 Cordova & Granville,365 Day Founding Standard,1621,382,11,13,0,0
2023-12-31 9:00,2023-12-31 9:00,1733,FALSE,0089 Burrard & Drake,0201 Rogers Tower,365 Day Founding Plus,1988,559,10,12,0,0
2023-12-31 9:00,2023-12-31 9:00,1979,FALSE,0204 York & Yew,0089 Burrard & Drake,30 Day Pass,2146,678,10,11,0,0
2023-12-31 9:00,2023-12-31 10:00,1664,FALSE,0005 Dunsmuir & Beatty,0039 Helmcken & Burrard,365 Day Pass Standard SALE,2374,1325,10,11,217,1
2023-12-31 9:00,2023-12-31 9:00,546,FALSE,0088 Harwood & Bute,0040 Cardero & Davie,365 Day Pass Standard,1096,302,10,12,0,0
2023-12-31 9:00,2023-12-31 9:00,2116,FALSE,0088 Harwood & Bute,0040 Cardero & Davie,365 Day Pass Standard,876,303,11,12,0,0
2023-12-31 9:00,2023-12-31 9:00,1726,FALSE,0089 Burrard & Drake,0005 Dunsmuir & Beatty,30 Day Pass,2144,678,11,13,0,0
2023-12-31 9:00,2023-12-31 9:00,30354,TRUE,0114 Cypress & 14th,0083 Aquatic Centre,365 Corporate Standard,3554,958,5,3,0,0
2023-12-31 9:00,2023-12-31 9:00,30354,TRUE,0114 Cypress & 14th,0114 Cypress & 14th,365 Corporate Standard,0,8,5,1,0,0
2023-12-31 9:00,2023-12-31 9:00,143,FALSE,0099 šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,0099 šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,VIP,0,22,10,10,0,0
2023-12-31 9:00,2023-12-31 9:00,30059,TRUE,0154 Kitsilano Beach Park,0414 Dunbar & 6th,365 Day Pass Standard SALE,3021,658,6,3,0,0
2023-12-31 9:00,2023-12-31 10:00,30166,TRUE,0119 3rd & Quebec,0171 Yukon & 6th,Pay Per Ride,988,224,0,3,0,0
2023-12-31 9:00,2023-12-31 9:00,30579,TRUE,0096 Nicola & Robson,0217 Smithe & Burrard,Community Pass E-bike (PWD),866,176,6,3,0,0
2023-12-31 9:00,2023-12-31 9:00,1040,FALSE,0144 Wylie & 2nd,0006 Olympic Village Station,365 Day Pass Standard,292,118,11,11,0,0
2023-12-31 9:00,2023-12-31 10:00,361,FALSE,0105 Stanley Park - Totem Poles,0047 Chilco & Beach,Community Pass,7731,2302,11,13,0,0
2023-12-31 9:00,2023-12-31 9:00,1971,FALSE,0088 Harwood & Bute,0101 Stanley Park - Vancouver Aquarium,365 Corporate Plus Renewal,3316,944,10,10,0,0
2023-12-31 9:00,2023-12-31 10:00,805,FALSE,0105 Stanley Park - Totem Poles,0047 Chilco & Beach,Community Pass E-bike,7692,2343,10,10,0,0
2023-12-31 9:00,2023-12-31 9:00,30568,TRUE,0112 10th & Oak,0484 Yew & Broadway,365 Day Pass Standard,2225,552,6,10,0,0
2023-12-31 9:00,2023-12-31 9:00,2044,FALSE,0196 Hornby & Drake,0196 Hornby & Drake,365 Day Pass Plus SALE,637,289,10,11,84,1
2023-12-31 9:00,2023-12-31 9:00,1722,FALSE,0040 Cardero & Davie,0122 Haro & Denman,365 Corporate Plus,841,213,11,12,0,0
2023-12-31 9:00,2023-12-31 9:00,1259,FALSE,0207 Alberni & Jervis,0030 Abbott & Cordova,365 Day Pass Standard SALE,1952,395,10,13,0,0
2023-12-31 9:00,2023-12-31 9:00,1235,FALSE,0011 Ontario & Seawall,0154 Kitsilano Beach Park,365 Day Founding Plus,5840,2064,12,11,0,0
2023-12-31 9:00,2023-12-31 9:00,910,FALSE,0037 Hornby & Nelson,0045 Beach & Hornby,365 Day Pass Plus,882,243,11,12,0,0
2023-12-31 9:00,2023-12-31 9:00,30643,TRUE,0050 Bute & Comox,0058 Richards & Smithe,365 Day Pass Plus,1292,303,6,3,0,0
2023-12-31 9:00,2023-12-31 9:00,30102,TRUE,0006 Olympic Village Station,0065 Cypress & Cornwall,365 Day Pass Plus,3109,668,6,10,0,0
2023-12-31 9:00,2023-12-31 9:00,893,FALSE,0007 12th & Yukon (City Hall),0083 Aquatic Centre,365 Day Pass Standard,6003,1236,9,13,0,0
2023-12-31 9:00,2023-12-31 9:00,2087,FALSE,0174 1st & Manitoba,0171 Yukon & 6th,365 Day Pass Plus,957,345,10,9,0,0
2023-12-31 9:00,2023-12-31 9:00,30549,TRUE,0006 Olympic Village Station,0047 Chilco & Beach,Pay Per Ride,4580,837,0,10,0,0
2023-12-31 9:00,2023-12-31 9:00,941,FALSE,0070 10th & Granville,0076 Cypress & 4th,365 Day Pass Standard,1343,516,10,10,0,0
2023-12-31 9:00,2023-12-31 9:00,1152,FALSE,0308 Seymour & Cordova,0019 Robson & Hornby,365 Day Pass Standard,1035,297,10,12,0,0
2023-12-31 9:00,2023-12-31 9:00,1821,FALSE,0136 David Lam Park,0017 Marinaside & Davie,Pay Per Ride,2476,674,11,12,0,0
2023-12-31 9:00,2023-12-31 9:00,1228,FALSE,0136 David Lam Park,0017 Marinaside & Davie,Pay Per Ride,2444,696,10,10,0,0
2023-12-31 9:00,2023-12-31 9:00,1616,FALSE,0082 Richards & Davie,0209 Stanley Park - Information Booth,Pay Per Ride,4269,1056,11,11,0,0
2023-12-31 9:00,2023-12-31 9:00,30445,TRUE,0082 Richards & Davie,0209 Stanley Park - Information Booth,Pay Per Ride,4199,1043,7,4,0,0
2023-12-31 9:00,2023-12-31 9:00,23,FALSE,0082 Richards & Davie,0105 Stanley Park - Totem Poles,Pay Per Ride,5229,1372,10,12,0,0
2023-12-31 9:00,2023-12-31 9:00,30433,TRUE,0105 Stanley Park - Totem Poles,0200 Cardero & Bayshore,Pay Per Ride,9403,2640,6,3,0,0
2023-12-31 9:00,2023-12-31 9:00,30413,TRUE,0073 Ontario & 5th,0225 McLean & Pender,30 Day Pass,4506,1100,5,9,0,0
2023-12-31 9:00,2023-12-31 9:00,1763,FALSE,0047 Chilco & Beach,0105 Stanley Park - Totem Poles,Community Pass,3595,1322,10,10,0,0
2023-12-31 9:00,2023-12-31 9:00,805,FALSE,0047 Chilco & Beach,0105 Stanley Park - Totem Poles,Community Pass E-bike,3575,1371,10,8,0,0
2023-12-31 8:00,2023-12-31 9:00,1965,FALSE,0300 Bute & Barclay,0048 Comox & Broughton,365 Day Pass Standard,1178,311,10,11,0,0
2023-12-31 8:00,2023-12-31 9:00,30024,TRUE,0082 Richards & Davie,0082 Richards & Davie,Community Pass E-bike (PWD),4876,1765,7,4,0,0
2023-12-31 8:00,2023-12-31 9:00,866,FALSE,0191 7th & Laurel,0134 14th & Main,365 Day Pass Standard,2446,799,11,12,0,0
2023-12-31 8:00,2023-12-31 9:00,616,FALSE,0166 Alder & 11th,0008 8th & Ash,365 Day Pass Plus,1313,325,10,12,0,0
2023-12-31 8:00,2023-12-31 9:00,1339,FALSE,0173 Columbia & 1st,0173 Columbia & 1st,365 Day Pass Plus,5564,1460,9,10,0,0
2023-12-31 8:00,2023-12-31 8:00,30098,TRUE,0138 Richards & Helmcken,0305 Georgia & Homer,Pay Per Ride,748,212,7,10,0,0
2023-12-31 8:00,2023-12-31 9:00,98,FALSE,0213 Pender & Gore,0014 Canada Place,365 Corporate Plus Renewal,1829,499,11,13,0,0
2023-12-31 8:00,2023-12-31 8:00,30299,TRUE,0179 11th & Kingsway,0179 11th & Kingsway,,1,14,6,2,0,0
2023-12-31 8:00,2023-12-31 8:00,740,FALSE,0079 Nelson & Richards,0123 Georgia & Thurlow,365 Day Pass Standard,1633,538,11,13,0,0
2023-12-31 8:00,2023-12-31 8:00,30413,TRUE,0202 14th & Oak,0073 Ontario & 5th,30 Day Pass,2541,514,5,2,0,0
2023-12-31 8:00,2023-12-31 11:00,121,FALSE,0028 Davie & Beach,0028 Davie & Beach,Pay Per Ride,11786,8205,11,12,0,0
2023-12-31 8:00,2023-12-31 11:00,1920,FALSE,0028 Davie & Beach,0028 Davie & Beach,Pay Per Ride,11380,8291,10,11,0,0
2023-12-31 8:00,2023-12-31 11:00,118,FALSE,0028 Davie & Beach,0028 Davie & Beach,Pay Per Ride,11302,8342,10,11,0,0
2023-12-31 8:00,2023-12-31 9:00,1235,FALSE,0155 Arbutus & McNicoll,0011 Ontario & Seawall,365 Day Founding Plus,5460,1861,10,11,0,0
2023-12-31 8:00,2023-12-31 8:00,71,FALSE,0187 Bute & Davie,0066 Anderson & 2nd,365 Day Pass Standard,2801,516,9,11,0,0
2023-12-31 8:00,2023-12-31 8:00,2117,FALSE,0048 Comox & Broughton,0040 Cardero & Davie,365 Day Pass Standard,412,138,10,10,0,0
2023-12-31 8:00,2023-12-31 9:00,1444,FALSE,0092 Chilco & Barclay,0189 Granville Island,365 Day Founding Plus,9160,2485,10,11,0,0
2023-12-31 8:00,2023-12-31 8:00,863,FALSE,0089 Burrard & Drake,0147 Chestnut & McNicoll,Pay Per Ride,1776,344,10,10,0,0
2023-12-31 8:00,2023-12-31 9:00,1830,FALSE,0354 Station & Terminal,0053 Keefer & Abbott,Community Pass E-bike (PWD),4032,1537,10,12,0,0
2023-12-31 8:00,2023-12-31 8:00,1787,FALSE,0212 Union & Dunlevy,0222 Adanac & McLean,Pay Per Ride,1705,445,10,12,0,0
2023-12-31 8:00,2023-12-31 8:00,672,FALSE,0112 10th & Oak,0255 18th & Main,365 Day Founding Plus,2697,633,10,12,0,0
2023-12-31 8:00,2023-12-31 8:00,30455,TRUE,0174 1st & Manitoba,0484 Yew & Broadway,Pay Per Ride,4355,1081,6,10,0,0
2023-12-31 8:00,2023-12-31 8:00,30095,TRUE,0088 Harwood & Bute,0171 Yukon & 6th,30 Day Pass,3188,786,6,10,0,0
2023-12-31 8:00,2023-12-31 8:00,30311,TRUE,0196 Hornby & Drake,0005 Dunsmuir & Beatty,365 Day Pass Plus,2022,440,7,11,0,0
2023-12-31 8:00,2023-12-31 8:00,759,FALSE,0039 Helmcken & Burrard,0014 Canada Place,Community Pass,1539,661,10,9,0,0
2023-12-31 8:00,2023-12-31 8:00,30305,TRUE,0173 Columbia & 1st,0112 10th & Oak,Community Pass E-bike,1855,460,7,5,0,0
2023-12-31 8:00,2023-12-31 8:00,1865,FALSE,0078 Nelson & Mainland,0078 Nelson & Mainland,VIP,6,22,11,10,0,0
2023-12-31 8:00,2023-12-31 8:00,30534,TRUE,0053 Keefer & Abbott,0189 Granville Island,365 Day Pass Plus,4207,817,6,9,0,0
2023-12-31 8:00,2023-12-31 8:00,12,FALSE,0205 Pine & 10th,0066 Anderson & 2nd,365 Day Pass Standard,1129,230,10,12,0,0
2023-12-31 8:00,2023-12-31 8:00,1830,FALSE,0193 Science World,0354 Station & Terminal,Community Pass E-bike (PWD),2911,1243,10,11,0,0
2023-12-31 8:00,2023-12-31 8:00,1468,FALSE,0030 Abbott & Cordova,0053 Keefer & Abbott,365 Day Pass Plus,359,164,12,12,0,0
2023-12-31 8:00,2023-12-31 8:00,651,FALSE,0098 Carrall & Hastings,0213 Pender & Gore,Community Pass,618,222,10,9,0,0
2023-12-31 8:00,2023-12-31 8:00,740,FALSE,0041 Cardero & Robson,0079 Nelson & Richards,365 Day Pass Plus,1854,494,10,12,0,0
2023-12-31 8:00,2023-12-31 8:00,1306,FALSE,0531 18th & Cambie,0129 Richards & Robson,365 Day Pass Standard,3636,799,10,12,0,0
2023-12-31 8:00,2023-12-31 8:00,30084,TRUE,0159 Vine & 4th,0314 Rolston & Granville,365 Day Pass Standard,2748,496,5,9,0,0
2023-12-31 8:00,2023-12-31 8:00,1965,FALSE,0088 Harwood & Bute,0300 Bute & Barclay,365 Day Pass Plus SALE,743,250,10,11,0,0
2023-12-31 7:00,2023-12-31 8:00,1601,FALSE,0563 22nd & Main,0074 10th & Main,Pay Per Ride,1784,517,10,11,0,0
2023-12-31 7:00,2023-12-31 7:00,4,FALSE,0221 Glen & Union,0221 Glen & Union,VIP,2,22,10,9,0,0
2023-12-31 7:00,2023-12-31 7:00,1809,FALSE,0011 Ontario & Seawall,0030 Abbott & Cordova,365 Day Pass Plus,1658,338,10,12,0,0
2023-12-31 7:00,2023-12-31 8:00,952,FALSE,0119 3rd & Quebec,0036 Bute & Robson,365 Day Pass Standard,3632,1234,10,11,0,0
2023-12-31 7:00,2023-12-31 8:00,30290,TRUE,0130 Heather & 16th,0039 Helmcken & Burrard,365 Day Pass Standard,5087,1060,5,3,0,0
2023-12-31 7:00,2023-12-31 7:00,910,FALSE,0012 Dunsmuir & Richards,0037 Hornby & Nelson,365 Day Pass Standard SALE,1147,380,11,11,0,0
2023-12-31 7:00,2023-12-31 7:00,364,FALSE,0557 30th & Ontario,0174 1st & Manitoba,365 Day Pass Plus,3350,1066,9,9,0,0
2023-12-31 7:00,2023-12-31 7:00,221,FALSE,0025 Homer & Robson (Vancouver Public Library),0005 Dunsmuir & Beatty,365 Day Pass Plus SALE,639,150,11,12,0,0
2023-12-31 7:00,2023-12-31 7:00,991,FALSE,0310 Jervis & Robson,0019 Robson & Hornby,365 Day Pass Standard,0,202,10,9,0,0
2023-12-31 7:00,2023-12-31 7:00,1899,FALSE,0191 7th & Laurel,0006 Olympic Village Station,365 Corporate Standard,684,239,10,11,0,0
2023-12-31 7:00,2023-12-31 7:00,1512,FALSE,0557 30th & Ontario,0524 King Edward & Cambie,365 Corporate Standard,1282,401,9,10,0,0
2023-12-31 7:00,2023-12-31 7:00,1799,FALSE,0218 Carrall & Seawall,0137 Beach & Seymour,365 Day Pass Standard SALE,2605,1573,10,10,0,0
2023-12-31 7:00,2023-12-31 7:00,284,FALSE,0218 Carrall & Seawall,0137 Beach & Seymour,365 Day Pass Standard SALE,2432,1522,9,7,0,0
2023-12-31 7:00,2023-12-31 7:00,1456,FALSE,0196 Hornby & Drake,0016 Pender & Burrard,365 Day Pass Standard,1600,451,11,12,0,0
2023-12-31 6:00,2023-12-31 7:00,522,FALSE,0142 Beach & Cardero,0006 Olympic Village Station,365 Corporate Standard,3730,989,10,12,0,0
2023-12-31 6:00,2023-12-31 7:00,30577,TRUE,0273 Victoria & 4th,0222 Adanac & McLean,VIP,1809,335,6,10,0,0
2023-12-31 6:00,2023-12-31 6:00,30577,TRUE,0273 Victoria & 4th,0273 Victoria & 4th,VIP,0,7,6,10,0,0
2023-12-31 6:00,2023-12-31 7:00,30216,TRUE,0230 Alexander & Railway,0230 Alexander & Railway,Community Pass E-bike (PWD),1194,609,5,2,0,0
2023-12-31 6:00,2023-12-31 6:00,2129,FALSE,0300 Bute & Barclay,0015 Granville & Georgia,Community Pass E-bike,1074,324,10,10,0,0
2023-12-31 6:00,2023-12-31 6:00,30346,TRUE,0025 Homer & Robson (Vancouver Public Library),0039 Helmcken & Burrard,365 Corporate Plus,1130,311,7,11,0,0
2023-12-31 6:00,2023-12-31 6:00,1713,FALSE,0050 Bute & Comox,0064 Expo & Smithe,365 Corporate Plus Renewal,1725,477,10,11,0,0
2023-12-31 6:00,2023-12-31 6:00,613,FALSE,0198 5th & Main,0008 8th & Ash,365 Corporate Standard,0,360,10,9,0,0
2023-12-31 6:00,2023-12-31 6:00,1544,FALSE,0050 Bute & Comox,0004 Yaletown-Roundhouse Station,365 Corporate Plus Renewal,1449,456,9,10,0,0
2023-12-31 5:00,2023-12-31 5:00,30411,TRUE,0041 Cardero & Robson,0015 Granville & Georgia,365 Corporate Standard Renewal,1439,353,0,3,0,0
2023-12-31 5:00,2023-12-31 5:00,30411,TRUE,0041 Cardero & Robson,0041 Cardero & Robson,365 Corporate Standard Renewal,0,9,5,1,0,0
2023-12-31 5:00,2023-12-31 5:00,30163,TRUE,0300 Bute & Barclay,0064 Expo & Smithe,365 Day Pass Standard,1531,382,0,3,0,0
2023-12-31 5:00,2023-12-31 6:00,913,FALSE,0150 Alexander & Main,0253 Charles & Woodland,Pay Per Ride,3387,1235,11,11,24,1
2023-12-31 5:00,2023-12-31 11:00,1035,FALSE,0030 Abbott & Cordova,0006 Olympic Village Station,365 Day Pass Standard,2997,772,0,14,0,0
2023-12-31 4:00,2023-12-31 4:00,30095,TRUE,0030 Abbott & Cordova,0088 Harwood & Bute,Pay Per Ride,2910,862,7,4,0,0
2023-12-31 4:00,2023-12-31 4:00,56,FALSE,0021 Cordova & Granville,0030 Abbott & Cordova,Pay Per Ride,994,292,11,12,0,0
2023-12-31 3:00,2023-12-31 4:00,30389,TRUE,0036 Bute & Robson,0196 Hornby & Drake,Pay Per Ride,1589,904,0,4,0,0
2023-12-31 3:00,2023-12-31 3:00,30882,TRUE,0161 Alexander & Dunlevy,0161 Alexander & Dunlevy,365 Corporate Standard,2396,536,7,10,0,0
2023-12-31 3:00,2023-12-31 3:00,30882,TRUE,0161 Alexander & Dunlevy,0161 Alexander & Dunlevy,365 Corporate Standard,0,9,7,3,0,0
2023-12-31 3:00,2023-12-31 3:00,210,FALSE,0005 Dunsmuir & Beatty,0026 Beatty & Robson,365 Corporate Plus Renewal,418,131,10,12,0,0
2023-12-31 3:00,2023-12-31 3:00,30411,TRUE,0217 Smithe & Burrard,0041 Cardero & Robson,365 Day Pass Standard,1029,296,6,10,0,0
2023-12-31 3:00,2023-12-31 3:00,30411,TRUE,0217 Smithe & Burrard,0217 Smithe & Burrard,365 Day Pass Standard,0,8,6,3,0,0
2023-12-31 3:00,2023-12-31 3:00,1880,FALSE,0039 Helmcken & Burrard,0148 Creekside Park North,365 Corporate Plus Renewal,2456,459,11,13,0,0
2023-12-31 3:00,2023-12-31 3:00,30882,TRUE,0030 Abbott & Cordova,0161 Alexander & Dunlevy,365 Corporate Standard,1118,437,7,4,117,1
2023-12-31 3:00,2023-12-31 3:00,1934,FALSE,0098 Carrall & Hastings,0030 Abbott & Cordova,365 Corporate Standard,345,122,11,12,0,0
2023-12-31 3:00,2023-12-31 3:00,30434,TRUE,0039 Helmcken & Burrard,0053 Keefer & Abbott,Pay Per Ride,2170,696,8,12,0,0
2023-12-31 3:00,2023-12-31 3:00,30296,TRUE,0229 Keefer & Princess,0054 Expo & Carrall,Community Pass E-bike (PWD),1269,235,6,10,0,0
2023-12-31 3:00,2023-12-31 3:00,1645,FALSE,0050 Bute & Comox,0024 Hornby & Pender,365 Corporate Standard Renewal,1582,436,10,12,0,0
2023-12-31 3:00,2023-12-31 3:00,956,FALSE,0063 Robson & Granville,0030 Abbott & Cordova,365 Day Pass Plus,2611,838,11,13,0,0
2023-12-31 2:00,2023-12-31 3:00,223,FALSE,0073 Ontario & 5th,0274 Victoria & 10th,Community Pass,3489,1489,11,12,0,0
2023-12-31 2:00,2023-12-31 2:00,1690,FALSE,0082 Richards & Davie,0017 Marinaside & Davie,365 Day Pass Plus,657,242,11,12,0,0
2023-12-31 2:00,2023-12-31 2:00,30614,TRUE,0015 Granville & Georgia,0300 Bute & Barclay,365 Day Pass Standard,1059,334,7,4,0,0
2023-12-31 2:00,2023-12-31 2:00,30355,TRUE,0048 Comox & Broughton,0126 Thurlow & Pendrell,365 Day Pass Plus,677,243,7,4,0,0
2023-12-31 2:00,2023-12-31 2:00,30596,TRUE,0048 Comox & Broughton,0126 Thurlow & Pendrell,365 Day Pass Plus,698,243,6,10,0,0
2023-12-31 2:00,2023-12-31 2:00,30113,TRUE,0096 Nicola & Robson,0096 Nicola & Robson,365 Day Pass Standard,1933,734,7,11,0,0
2023-12-31 2:00,2023-12-31 12:00,414,FALSE,0005 Dunsmuir & Beatty,0098 Carrall & Hastings,Pay Per Ride,602,35389,11,11,0,0
2023-12-31 2:00,2023-12-31 17:00,30662,TRUE,0561 20th & Main,0557 30th & Ontario,Pay Per Ride,4184,52294,5,11,0,0
2023-12-31 2:00,2023-12-31 2:00,30662,TRUE,0561 20th & Main,0561 20th & Main,Pay Per Ride,2,9,5,9,0,0
2023-12-31 2:00,2023-12-31 17:00,30669,TRUE,0561 20th & Main,0557 30th & Ontario,Pay Per Ride,4094,52341,6,12,0,0
2023-12-31 2:00,2023-12-31 2:00,1979,FALSE,0069 7th & Granville,0204 York & Yew,365 Day Pass Plus,1997,660,10,12,0,0
2023-12-31 2:00,2023-12-31 2:00,30456,TRUE,0058 Richards & Smithe,0611 Wall & Eton,Community Pass E-bike (PWD),5372,1553,7,4,0,0
2023-12-31 2:00,2023-12-31 2:00,30579,TRUE,0079 Nelson & Richards,0096 Nicola & Robson,365 Day Pass Standard,1583,442,7,11,0,0
2023-12-31 2:00,2023-12-31 2:00,166,FALSE,0028 Davie & Beach,0084 Beach & Broughton,Community Pass E-bike,1715,837,11,12,0,0
2023-12-31 2:00,2023-12-31 2:00,2126,FALSE,0176 10th & Ontario,0176 10th & Ontario,Pay Per Ride,0,145,10,9,0,0
2023-12-31 2:00,2023-12-31 2:00,645,FALSE,0064 Expo & Smithe,0081 7th & Heather,365 Day Pass Standard SALE,1843,456,11,11,0,0
2023-12-31 2:00,2023-12-31 2:00,30163,TRUE,0300 Bute & Barclay,0300 Bute & Barclay,Pay Per Ride,1703,2135,8,5,0,0
2023-12-31 2:00,2023-12-31 2:00,991,FALSE,0205 Pine & 10th,0310 Jervis & Robson,365 Day Pass Standard,0,1017,10,8,0,0
2023-12-31 1:00,2023-12-31 2:00,838,FALSE,0218 Carrall & Seawall,0084 Beach & Broughton,365 Day Pass Plus,3465,925,11,14,0,0
2023-12-31 1:00,2023-12-31 2:00,30509,TRUE,0257 Prince Edward & 14th,0561 20th & Main,Pay Per Ride,4702,2418,0,11,0,0
2023-12-31 1:00,2023-12-31 1:00,30509,TRUE,0257 Prince Edward & 14th,0257 Prince Edward & 14th,Pay Per Ride,0,8,6,3,0,0
2023-12-31 1:00,2023-12-31 1:00,30387,TRUE,0257 Prince Edward & 14th,0257 Prince Edward & 14th,Pay Per Ride,0,17,7,11,0,0
2023-12-31 1:00,2023-12-31 1:00,30387,TRUE,0257 Prince Edward & 14th,0257 Prince Edward & 14th,Pay Per Ride,0,8,7,10,0,0
2023-12-31 1:00,2023-12-31 1:00,30389,TRUE,0027 Beatty & Nelson,0036 Bute & Robson,365 Day Pass Plus,1545,366,8,4,0,0
2023-12-31 1:00,2023-12-31 1:00,1332,FALSE,0064 Expo & Smithe,0027 Beatty & Nelson,365 Day Pass Plus,257,95,12,12,0,0
