Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-06-30 15:00,2023-06-30 15:00,TRUE,0621 Lakewood & Oxford,0285 Commercial & Pandora,365 Day Pass Standard SALE,854,178,25,28,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0104 Stanley Park - Second Beach South,0047 Chilco & Beach,24 Hour,1459,741,27,22,0,0
2023-06-30 15:00,2023-06-30 16:00,TRUE,0102 Stanley Park - Second Beach North,0136 David Lam Park - West,24 Hour,3468,1223,21,21,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0030 Abbott & Cordova,0142 Beach & Cardero,365 Day Pass Standard,5182,1749,27,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0212 Union & Dunlevy,0053 Keefer & Abbott,365 Day Pass Standard,1070,266,32,34,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0016 Pender & Burrard,0190 Melville & Bute,24 Hour,7032,7202,26,30,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0104 Stanley Park - Second Beach South,0104 Stanley Park - Second Beach South,24 Hour,0,8,27,23,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0037 Hornby & Nelson,0150 Alexander & Main,365 Day Founding Standard,2222,456,32,26,0,0
2023-06-30 15:00,2023-06-30 16:00,TRUE,0039 Helmcken & Burrard,0148 Creekside Park North,VIP,2447,1152,25,27,426,1
2023-06-30 15:00,2023-06-30 15:00,FALSE,0053 Keefer & Abbott,0006 Olympic Village Station,365 Day Pass Standard,2605,774,33,33,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0016 Pender & Burrard,0190 Melville & Bute,24 Hour,6897,7247,26,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0019 Robson & Hornby,0032 Comox & Denman,365 Day Pass Standard,1796,471,24,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0054 Expo & Carrall,0064 Expo & Smithe,365 Corporate Standard,816,231,33,34,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0104 Stanley Park - Second Beach South,0047 Chilco & Beach,24 Hour,1485,825,27,29,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0044 Pacific & Richards,0037 Hornby & Nelson,24 Hour,1149,884,23,25,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0144 Wylie & 2nd,0229 Keefer & Princess,30 Day Pass,2936,1070,37,33,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0053 Keefer & Abbott,0064 Expo & Smithe,365 Day Pass Plus SALE,788,486,34,32,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0170 8th & Yukon,0107 8th & Ontario,365 Day Pass Standard SALE,566,161,34,37,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0154 Kitsilano Beach Park,0464 Trafalgar & Broadway,Pay Per Ride,2834,810,31,29,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0053 Keefer & Abbott,0064 Expo & Smithe,365 Day Pass Plus SALE,798,539,32,30,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0253 Charles & Woodland,0253 Charles & Woodland,Community Pass,24546,6265,36,27,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0193 Science World,0642 Franklin & Nanaimo,365 Day Pass Standard,4571,845,24,26,0,0
2023-06-30 15:00,2023-06-30 16:00,TRUE,0028 Davie & Beach,0225 McLean & Pender,Community Pass E-bike (PWD),9684,2948,22,36,860,2
2023-06-30 15:00,2023-06-30 15:00,FALSE,0028 Davie & Beach,0044 Pacific & Richards,30 Day Pass,2432,730,30,28,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0191 7th & Laurel,0083 Aquatic Centre,Pay Per Ride,4255,862,23,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0205 Pine & 10th,0075 Arbutus & 10th,365 Day Founding Plus,712,237,35,35,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0092 Chilco & Barclay,0017 Marinaside & Davie,365 Corporate Plus Renewal,3941,636,32,31,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0197 1st & Scotia,0171 Yukon & 6th,365 Corporate Standard,1766,1103,40,36,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0217 Smithe & Burrard,0078 Nelson & Mainland,365 Day Pass Standard SALE,951,441,29,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0041 Cardero & Robson,0092 Chilco & Barclay,365 Day Pass Plus,855,442,25,24,130,1
2023-06-30 15:00,2023-06-30 15:00,FALSE,0196 Hornby & Drake,0037 Hornby & Nelson,365 Day Founding Standard,551,170,31,31,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0068 Cypress & 10th,0065 Cypress & Cornwall,365 Day Pass Plus,1116,319,38,38,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0261 8th & Fraser,0262 8th & Prince Edward,365 Corporate Plus Renewal,518,186,35,36,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0258 13th & St George,0206 8th & Scotia,Community Pass E-bike,1027,353,29,31,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0196 Hornby & Drake,0045 Beach & Hornby,365 Day Pass Plus,304,111,30,28,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0450 Point Grey & Bayswater,0460 Trafalgar & Cornwall,365 Day Pass Standard,614,311,34,34,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0205 Pine & 10th,0154 Kitsilano Beach Park,30 Day Pass,2366,712,31,31,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0005 Dunsmuir & Beatty,0026 Beatty & Robson,Pay Per Ride,449,188,37,37,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0057 Marinaside & Cooperage,0107 8th & Ontario,30 Day Pass,2907,833,25,29,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0150 Alexander & Main,0103 Stanley Park - Third Beach Parking Lot,Pay Per Ride,6534,1673,34,26,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0205 Pine & 10th,0154 Kitsilano Beach Park,30 Day Pass,2338,732,36,34,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0035 Hastings & Broughton,0105 Stanley Park - Totem Poles,30 Day Pass,2828,986,36,30,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,24 Hour,8923,6810,28,26,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0039 Helmcken & Burrard,0011 Ontario & Seawall,365 Day Pass Plus SALE,2947,592,26,29,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0026 Beatty & Robson,0036 Bute & Robson,365 Corporate Standard Renewal,1546,606,32,34,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0298 6th & Carolina,0297 6th & Prince Edward,365 Day Pass Standard,352,80,34,36,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0631 Lakewood & Triumph,0642 Franklin & Nanaimo,Community Pass E-bike (PWD),741,298,40,36,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0230 Alexander & Railway,0024 Hornby & Pender,30 Day Pass,2416,749,34,28,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0026 Beatty & Robson,0036 Bute & Robson,Pay Per Ride,1546,632,33,29,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,24 Hour,8868,6869,30,26,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0066 Anderson & 2nd,0078 Nelson & Mainland,365 Day Pass Plus,5154,1955,23,28,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0078 Nelson & Mainland,0078 Nelson & Mainland,Pay Per Ride,4,477,26,25,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0039 Helmcken & Burrard,0104 Stanley Park - Second Beach South,Pay Per Ride,2610,720,31,23,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0205 Pine & 10th,0444 Balaclava & Broadway,365 Corporate Plus Renewal,0,792,36,29,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0126 Thurlow & Pendrell,0002 Burrard Station (Melville & Dunsmuir),30 Day Pass,1654,461,29,30,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0136 David Lam Park - West,0037 Hornby & Nelson,24 Hour,1688,1393,26,28,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0148 Creekside Park North,0004 Yaletown-Roundhouse Station,365 Day Pass Plus,1837,534,31,31,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0199 Georgia & Main,0174 1st & Manitoba,365 Day Pass Standard,1421,516,33,31,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0136 David Lam Park - West,0044 Pacific & Richards,24 Hour,461,289,25,24,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0017 Marinaside & Davie,0079 Nelson & Richards,Pay Per Ride,2168,1004,38,35,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0039 Helmcken & Burrard,0039 Helmcken & Burrard,Pay Per Ride,0,9,31,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0287 Carolina & Great Northern Way,0206 8th & Scotia,365 Day Pass Standard,1033,305,40,39,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0136 David Lam Park - West,0037 Hornby & Nelson,24 Hour,1600,1129,25,25,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0511 18th & Heather,0531 18th & Cambie,365 Day Pass Plus,3522,1182,26,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0136 David Lam Park - West,0037 Hornby & Nelson,24 Hour,1641,1157,27,27,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0066 Anderson & 2nd,0108 1st & Chestnut,365 Day Pass Standard,849,246,20,18,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0129 Richards & Robson,0631 Lakewood & Triumph,365 Day Pass Standard,5145,1284,29,32,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,24 Hour,9078,6987,31,27,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0017 Marinaside & Davie,0017 Marinaside & Davie,Pay Per Ride,0,8,38,35,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0036 Bute & Robson,0060 Bidwell & Burnaby,Pay Per Ride,1490,367,26,28,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0205 Pine & 10th,0108 1st & Chestnut,24 Hour,1349,485,36,33,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0190 Melville & Bute,0174 1st & Manitoba,365 Day Pass Plus SALE,9574,1803,32,29,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0400 Jericho Beach,0154 Kitsilano Beach Park,365 Day Pass Plus,3065,853,27,30,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0001 10th & Cambie,0172 10th & Columbia,365 Day Pass Standard,372,116,21,18,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0008 8th & Ash,0314 Rolston & Granville,365 Corporate Plus,2940,950,26,29,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0066 Anderson & 2nd,0066 Anderson & 2nd,365 Day Pass Standard,0,8,20,17,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0045 Beach & Hornby,0014 Canada Place,Pay Per Ride,6460,2269,22,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0400 Jericho Beach,0154 Kitsilano Beach Park,365 Day Pass Plus,3069,840,26,28,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0088 Harwood & Bute,0204 York & Yew,365 Corporate Plus Renewal,2466,705,27,28,0,0
2023-06-30 15:00,2023-06-30 18:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,24 Hour,8915,10127,31,29,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0012 Dunsmuir & Richards,0129 Richards & Robson,365 Day Pass Standard,398,343,30,31,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0105 Stanley Park - Totem Poles,0093 Chilco & Robson,Pay Per Ride,3928,3027,26,25,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0045 Beach & Hornby,0014 Canada Place,Pay Per Ride,6742,2265,22,27,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,24 Hour,8921,7068,28,24,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0105 Stanley Park - Totem Poles,0093 Chilco & Robson,Pay Per Ride,3920,2991,29,25,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0209 Stanley Park - Information Booth,0101 Stanley Park - Vancouver Aquarium,Pay Per Ride,3228,1404,34,29,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0102 Stanley Park - Second Beach North,0105 Stanley Park - Totem Poles,30 Day Pass,2995,1428,23,29,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0249 7th & Woodland,0186 10th & Kingsway,Pay Per Ride,2140,641,25,22,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0102 Stanley Park - Second Beach North,0105 Stanley Park - Totem Poles,30 Day Pass,3007,1395,23,29,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0016 Pender & Burrard,0187 Bute & Davie,VIP,1404,414,33,29,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0159 Vine & 4th,0222 Adanac & McLean,365 Day Pass Plus,7320,1327,33,31,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0045 Beach & Hornby,0014 Canada Place,Pay Per Ride,6389,2285,22,28,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0031 Morton & Denman,0105 Stanley Park - Totem Poles,24 Hour,5682,1940,31,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0005 Dunsmuir & Beatty,0019 Robson & Hornby,365 Day Pass Plus SALE,1274,538,34,31,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0105 Stanley Park - Totem Poles,0093 Chilco & Robson,Pay Per Ride,3853,3103,31,26,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0102 Stanley Park - Second Beach North,0105 Stanley Park - Totem Poles,Pay Per Ride,0,1424,24,24,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0015 Granville & Georgia,0078 Nelson & Mainland,365 Day Pass Plus,943,264,32,32,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,24 Hour,9029,7121,31,24,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0431 Blenheim & 4th,0464 Trafalgar & Broadway,Pay Per Ride,1450,293,41,41,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0108 1st & Chestnut,0030 Abbott & Cordova,365 Corporate Standard,5452,1147,31,29,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0031 Morton & Denman,0105 Stanley Park - Totem Poles,24 Hour,5754,1954,31,27,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0015 Granville & Georgia,0015 Granville & Georgia,365 Day Pass Plus,3816,1956,28,29,0,0
2023-06-30 15:00,2023-06-30 16:00,TRUE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,Pay Per Ride,7270,4091,37,20,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0016 Pender & Burrard,0016 Pender & Burrard,VIP,0,6,25,21,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0173 Columbia & 1st,0199 Georgia & Main,365 Day Pass Standard,1703,515,32,32,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0192 7th &  Alder,0173 Columbia & 1st,30 Day Pass,2478,484,31,32,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0063 Robson & Granville,0129 Richards & Robson,365 Day Pass Standard,289,181,29,29,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0010 Stamps Landing,0010 Stamps Landing,365 Day Pass Plus,367,122,39,39,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0063 Robson & Granville,0631 Lakewood & Triumph,365 Day Pass Standard,5421,1482,27,32,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0010 Stamps Landing,0026 Beatty & Robson,365 Day Founding Standard,3548,793,36,33,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,Pay Per Ride,9819,2772,30,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0266 St Catherines & 7th,0186 10th & Kingsway,365 Day Pass Plus,1329,474,35,32,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0400 Jericho Beach,0400 Jericho Beach,24 Hour,4100,1918,29,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0008 8th & Ash,0218 Carrall & Seawall,30 Day Pass,2131,722,27,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0310 Jervis & Robson,0041 Cardero & Robson,365 Day Pass Standard SALE,441,130,31,32,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0212 Union & Dunlevy,0017 Marinaside & Davie,Pay Per Ride,2016,501,31,33,0,0
2023-06-30 15:00,2023-06-30 16:00,TRUE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,Pay Per Ride,7818,4137,34,21,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,Pay Per Ride,4882,3453,24,23,0,0
2023-06-30 15:00,2023-06-30 16:00,TRUE,0014 Canada Place,0047 Chilco & Beach,365 Day Pass Plus SALE,4532,1782,33,22,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0071 14th & Granville,0112 10th & Oak,365 Corporate Standard Renewal,1378,303,30,32,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,Pay Per Ride,0,8,34,36,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0104 Stanley Park - Second Beach South,0209 Stanley Park - Information Booth,24 Hour,3438,1131,28,29,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0143 South False Creek Seawall,0189 Granville Island,24 Hour,994,362,30,30,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0103 Stanley Park - Third Beach Parking Lot,0201 Shaw Tower,365 Day Founding Plus,5671,1457,34,31,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0400 Jericho Beach,0400 Jericho Beach,24 Hour,4153,1935,29,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,Pay Per Ride,0,17,24,23,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0024 Hornby & Pender,0039 Helmcken & Burrard,365 Day Pass Standard,1118,396,32,33,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0400 Jericho Beach,0400 Jericho Beach,24 Hour,4216,1940,25,29,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0484 Yew & Broadway,0482 East Blvd & 37th,VIP,3651,848,39,27,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0071 14th & Granville,0071 14th & Granville,365 Corporate Standard Renewal,0,6,30,26,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0217 Smithe & Burrard,0060 Bidwell & Burnaby,365 Day Pass Plus SALE,1888,588,29,30,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0143 South False Creek Seawall,0189 Granville Island,24 Hour,986,3139,33,24,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0170 8th & Yukon,0228 Keefer & Hawks,365 Corporate Standard,3551,786,36,30,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,365 Day Founding Plus,0,9,34,31,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0014 Canada Place,0014 Canada Place,365 Day Pass Plus SALE,0,19,33,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0104 Stanley Park - Second Beach South,0209 Stanley Park - Information Booth,24 Hour,3471,1183,28,29,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0225 McLean & Pender,0212 Union & Dunlevy,365 Day Pass Standard SALE,1990,487,33,34,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0173 Columbia & 1st,0057 Marinaside & Cooperage,24 Hour,2409,1023,28,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0025 Homer & Robson (Vancouver Public Library),0024 Hornby & Pender,365 Day Pass Plus,1074,567,32,31,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,Pay Per Ride,9895,2951,32,29,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0014 Canada Place,0047 Chilco & Beach,365 Day Pass Plus SALE,4406,1879,32,27,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,Pay Per Ride,4984,3578,25,26,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0037 Hornby & Nelson,0280 Triumph & Victoria,365 Day Pass Standard,5725,1283,30,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0227 Campbell & Hastings,0124 Richards & Cordova,30 Day Pass,2372,621,36,34,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0244 10th & Commercial,0219 Hawks & Union,30 Day Pass,3518,1053,31,34,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0400 Jericho Beach,0089 Burrard & Drake,24 Hour,5954,1713,30,29,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0241 4th & Commercial,0308 Seymour & Cordova,365 Day Pass Standard,5113,939,42,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0400 Jericho Beach,0089 Burrard & Drake,24 Hour,5925,1727,27,28,0,0
2023-06-30 15:00,2023-06-30 16:00,TRUE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,Pay Per Ride,7786,4432,20,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0036 Bute & Robson,0200 Cardero & Bayshore,365 Day Pass Standard,980,259,32,31,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,Pay Per Ride,9791,3760,34,28,21,1
2023-06-30 15:00,2023-06-30 19:00,FALSE,0126 Thurlow & Pendrell,0001 10th & Cambie,Pay Per Ride,7024,13942,26,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0173 Columbia & 1st,0057 Marinaside & Cooperage,24 Hour,2378,1100,32,31,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0053 Keefer & Abbott,0017 Marinaside & Davie,365 Day Pass Plus,1707,360,34,36,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0400 Jericho Beach,0089 Burrard & Drake,24 Hour,5974,1756,25,28,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0103 Stanley Park - Third Beach Parking Lot,Pay Per Ride,4776,3756,24,25,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,Pay Per Ride,9824,3830,34,28,0,0
2023-06-30 15:00,2023-06-30 18:00,FALSE,0400 Jericho Beach,0089 Burrard & Drake,24 Hour,6001,9677,26,23,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0060 Bidwell & Burnaby,0060 Bidwell & Burnaby,365 Day Pass Standard,0,59,30,30,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0308 Seymour & Cordova,0201 Shaw Tower,365 Corporate Standard,775,251,24,25,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0101 Stanley Park - Vancouver Aquarium,0102 Stanley Park - Second Beach North,Pay Per Ride,9650,6481,25,28,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0217 Smithe & Burrard,0218 Carrall & Seawall,30 Day Pass,2078,651,22,28,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0092 Chilco & Barclay,0006 Olympic Village Station,365 Day Pass Standard,3928,1050,31,30,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0058 Richards & Smithe,0021 Cordova & Granville,30 Day Pass,2005,8552,30,22,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0217 Smithe & Burrard,0217 Smithe & Burrard,30 Day Pass,0,10,22,18,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0310 Jervis & Robson,0142 Beach & Cardero,365 Day Pass Plus SALE,1629,509,32,32,0,0
2023-06-30 15:00,2023-06-30 17:00,FALSE,0101 Stanley Park - Vancouver Aquarium,0102 Stanley Park - Second Beach North,Pay Per Ride,9487,6539,24,28,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0196 Hornby & Drake,0400 Jericho Beach,365 Day Pass Plus,5613,1002,31,32,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0104 Stanley Park - Second Beach South,Pay Per Ride,11586,4103,23,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0119 3rd & Quebec,0165 Columbia & 5th,365 Day Founding Standard,702,224,33,33,0,0
2023-06-30 15:00,2023-06-30 16:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0104 Stanley Park - Second Beach South,Pay Per Ride,11629,4163,25,27,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0076 Cypress & 4th,0197 1st & Scotia,30 Day Pass,4864,1048,36,32,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0045 Beach & Hornby,0079 Nelson & Richards,365 Day Pass Standard,1194,328,22,25,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0084 Beach & Broughton,0102 Stanley Park - Second Beach North,24 Hour,3281,1721,25,23,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0112 10th & Oak,0008 8th & Ash,30 Day Pass,1092,355,25,26,0,0
2023-06-30 15:00,2023-06-30 16:00,TRUE,0401 Wallace & 4th,0401 Wallace & 4th,Community Pass E-bike (PWD),832,2225,27,24,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0084 Beach & Broughton,0102 Stanley Park - Second Beach North,24 Hour,3248,1748,29,25,0,0
2023-06-30 15:00,2023-06-30 15:00,TRUE,0261 8th & Fraser,0170 8th & Yukon,365 Day Pass Plus,1796,421,38,38,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0103 Stanley Park - Third Beach Parking Lot,0102 Stanley Park - Second Beach North,24 Hour,3624,1312,29,25,0,0
2023-06-30 15:00,2023-06-30 15:00,FALSE,0089 Burrard & Drake,0189 Granville Island,24 Hour,0,967,33,29,0,0
