Departure,Return,Bike,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-10-31 17:00,2023-10-31 17:00,1611,FALSE,0078 Nelson & Mainland,0084 Beach & Broughton,365 Day Pass Standard SALE,3142,908,14,13,0,0
2023-10-31 17:00,2023-10-31 17:00,565,FALSE,0129 Richards & Robson,0137 Beach & Seymour,365 Corporate Plus,1306,306,15,16,0,0
2023-10-31 17:00,2023-10-31 17:00,635,FALSE,0193 Science World,0173 Columbia & 1st,365 Corporate Plus Renewal,922,303,14,13,0,0
2023-10-31 17:00,2023-10-31 18:00,30759,TRUE,0209 Stanley Park - Information Booth,0209 Stanley Park - Information Booth,24 Hour,9631,5021,10,1,12,1
2023-10-31 17:00,2023-10-31 17:00,30444,TRUE,0124 Richards & Cordova,0124 Richards & Cordova,365 Day Pass Plus SALE,0,12,0,12,0,0
2023-10-31 17:00,2023-10-31 17:00,987,FALSE,0030 Abbott & Cordova,0129 Richards & Robson,30 Day Pass,1874,1510,14,15,461,2
2023-10-31 17:00,2023-10-31 17:00,1380,FALSE,0103 Stanley Park - Third Beach Parking Lot,0047 Chilco & Beach,Pay Per Ride,2511,1270,11,12,0,0
2023-10-31 17:00,2023-10-31 17:00,30406,TRUE,0088 Harwood & Bute,0217 Smithe & Burrard,30 Day Pass,1129,289,5,9,0,0
2023-10-31 17:00,2023-10-31 17:00,30733,TRUE,0099 šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,0200 Cardero & Bayshore,Pay Per Ride,2226,519,8,5,0,0
2023-10-31 17:00,2023-10-31 17:00,1013,FALSE,0716 Sasamat & 10th,0443 Balaclava & 6th,30 Day Pass,3132,1727,11,9,0,0
2023-10-31 17:00,2023-10-31 17:00,673,FALSE,0099 šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,0045 Beach & Hornby,Pay Per Ride,1366,577,13,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1027,FALSE,0036 Bute & Robson,0034 Cordova & Bute,Community Pass E-bike,831,622,13,13,0,0
2023-10-31 17:00,2023-10-31 17:00,1057,FALSE,0054 Expo & Carrall,0137 Beach & Seymour,365 Corporate Plus Renewal,2672,711,14,16,0,0
2023-10-31 17:00,2023-10-31 17:00,1550,FALSE,0099 šxʷƛ̓ənəq Xwtl'e7énḵ Square - Vancouver Art Gallery,0129 Richards & Robson,365 Day Pass Plus,551,267,13,13,0,0
2023-10-31 17:00,2023-10-31 17:00,2036,FALSE,0076 Cypress & 4th,0155 Arbutus & McNicoll,365 Day Pass Plus SALE,1400,492,13,12,0,0
2023-10-31 17:00,2023-10-31 18:00,30322,TRUE,0305 Georgia & Homer,0204 York & Yew,365 Corporate Standard,3708,780,0,5,0,0
2023-10-31 17:00,2023-10-31 17:00,765,FALSE,0082 Richards & Davie,0129 Richards & Robson,Community Pass E-bike,0,283,13,12,0,0
2023-10-31 17:00,2023-10-31 17:00,30583,TRUE,0063 Robson & Granville,0014 Canada Place,Pay Per Ride,1072,286,9,13,0,0
2023-10-31 17:00,2023-10-31 17:00,30085,TRUE,0565 27th & Main,0070 10th & Granville,Community Pass E-bike (PWD),4360,1305,8,6,0,0
2023-10-31 17:00,2023-10-31 17:00,30322,TRUE,0305 Georgia & Homer,0305 Georgia & Homer,30 Day Pass,0,12,11,7,0,0
2023-10-31 17:00,2023-10-31 17:00,2162,FALSE,0001 10th & Cambie,0202 14th & Oak,365 Corporate Standard,1415,511,11,13,0,0
2023-10-31 17:00,2023-10-31 17:00,871,FALSE,0079 Nelson & Richards,0079 Nelson & Richards,Pay Per Ride,10,432,14,13,0,0
2023-10-31 17:00,2023-10-31 17:00,682,FALSE,0244 10th & Commercial,0283 15th & Knight,30 Day Pass,933,373,13,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1158,FALSE,0122 Haro & Denman,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Standard,10566.67,1268,12,11,181,1
2023-10-31 17:00,2023-10-31 17:00,2068,FALSE,0074 10th & Main,0297 6th & Prince Edward,365 Day Pass Standard,953,225,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1240,FALSE,0155 Arbutus & McNicoll,0028 Davie & Beach,Pay Per Ride,4841,1399,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,937,FALSE,0050 Bute & Comox,0032 Comox & Denman,365 Corporate Plus Renewal,884,167,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1399,FALSE,0040 Cardero & Davie,0230 Alexander & Railway,Pay Per Ride,4763,1104,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,96,FALSE,0065 Cypress & Cornwall,0415 Dunbar & Broadway,365 Corporate Plus,4141,1069,14,13,0,0
2023-10-31 17:00,2023-10-31 17:00,481,FALSE,0063 Robson & Granville,0187 Bute & Davie,365 Corporate Plus Renewal,1535,554,12,15,0,0
2023-10-31 17:00,2023-10-31 17:00,1074,FALSE,0008 8th & Ash,0200 Cardero & Bayshore,365 Corporate Standard,5029,1135,12,16,0,0
2023-10-31 17:00,2023-10-31 17:00,30332,TRUE,0024 Hornby & Pender,0297 6th & Prince Edward,365 Day Pass Plus,3814,740,9,12,0,0
2023-10-31 17:00,2023-10-31 17:00,1240,FALSE,0155 Arbutus & McNicoll,0155 Arbutus & McNicoll,Pay Per Ride,0,17,13,11,0,0
2023-10-31 17:00,2023-10-31 17:00,30492,TRUE,0642 Franklin & Nanaimo,0007 12th & Yukon (City Hall),365 Day Pass Standard,6712,1435,8,13,0,0
2023-10-31 17:00,2023-10-31 17:00,30774,TRUE,0173 Columbia & 1st,0134 14th & Main,365 Day Pass Standard,1943,571,7,5,0,0
2023-10-31 17:00,2023-10-31 17:00,1175,FALSE,0219 Hawks & Union,0212 Union & Dunlevy,365 Corporate Standard,692,260,13,14,0,0
2023-10-31 17:00,2023-10-31 22:00,158,FALSE,0173 Columbia & 1st,0144 Wylie & 2nd,365 Day Pass Plus,549,259,13,6,0,0
2023-10-31 17:00,2023-10-31 17:00,30309,TRUE,0281 Windsor & 14th,0281 Windsor & 14th,365 Day Pass Standard SALE,0,8,11,6,0,0
2023-10-31 17:00,2023-10-31 17:00,390,FALSE,0055 Keefer & Columbia,0053 Keefer & Abbott,365 Corporate Plus Renewal,516,237,11,12,0,0
2023-10-31 17:00,2023-10-31 17:00,419,FALSE,0219 Hawks & Union,0212 Union & Dunlevy,Community Pass,673,284,14,15,0,0
2023-10-31 17:00,2023-10-31 17:00,30123,TRUE,0262 8th & Prince Edward,0001 10th & Cambie,Community Pass E-bike (PWD),5946,1559,7,5,0,0
2023-10-31 17:00,2023-10-31 17:00,30523,TRUE,0171 Yukon & 6th,0040 Cardero & Davie,30 Day Pass,3883,1088,8,5,0,0
2023-10-31 17:00,2023-10-31 17:00,1187,FALSE,0012 Dunsmuir & Richards,0089 Burrard & Drake,365 Day Pass Standard,1770,628,13,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1852,FALSE,0354 Station & Terminal,0130 Heather & 16th,365 Day Pass Standard,3222,881,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1603,FALSE,0148 Creekside Park North,0066 Anderson & 2nd,365 Day Pass Plus SALE,3753,824,14,12,0,0
2023-10-31 17:00,2023-10-31 17:00,239,FALSE,0039 Helmcken & Burrard,0032 Comox & Denman,365 Day Pass Standard,1382,312,12,15,0,0
2023-10-31 17:00,2023-10-31 17:00,30309,TRUE,0281 Windsor & 14th,0281 Windsor & 14th,365 Day Pass Standard SALE,0,7,11,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1311,FALSE,0187 Bute & Davie,0096 Nicola & Robson,365 Day Pass Standard,963,234,14,16,0,0
2023-10-31 17:00,2023-10-31 18:00,30034,TRUE,0069 7th & Granville,0112 10th & Oak,365 Day Pass Standard,1205,401,10,10,0,0
2023-10-31 17:00,2023-10-31 17:00,224,FALSE,0052 Cambie & Water,0040 Cardero & Davie,365 Day Pass Standard,2781,784,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1004,FALSE,0039 Helmcken & Burrard,0063 Robson & Granville,365 Day Founding Standard,759,264,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,290,FALSE,0024 Hornby & Pender,0019 Robson & Hornby,365 Day Pass Standard,588,215,13,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1658,FALSE,0193 Science World,0084 Beach & Broughton,Community Pass,4182,1042,17,15,0,0
2023-10-31 17:00,2023-10-31 17:00,30034,TRUE,0069 7th & Granville,0069 7th & Granville,365 Day Pass Standard,0,7,10,13,0,0
2023-10-31 17:00,2023-10-31 17:00,1530,FALSE,0107 8th & Ontario,0174 1st & Manitoba,365 Day Pass Standard,863,169,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,30520,TRUE,0028 Davie & Beach,0300 Bute & Barclay,UBC Inclusive Corporate Pass,1713,441,13,8,0,0
2023-10-31 17:00,2023-10-31 17:00,30658,TRUE,0631 Lakewood & Triumph,0642 Franklin & Nanaimo,VIP,740,459,9,13,0,0
2023-10-31 17:00,2023-10-31 17:00,119,FALSE,0172 10th & Columbia,0173 Columbia & 1st,365 Day Pass Standard,933,357,11,13,0,0
2023-10-31 17:00,2023-10-31 17:00,30395,TRUE,0008 8th & Ash,0159 Vine & 4th,VIP,3265,736,8,12,0,0
2023-10-31 17:00,2023-10-31 17:00,114,FALSE,0014 Canada Place,0040 Cardero & Davie,30 Day Pass,2638,789,13,12,0,0
2023-10-31 17:00,2023-10-31 17:00,524,FALSE,0192 7th &  Alder,0217 Smithe & Burrard,365 Corporate Standard Renewal,3883,1322,12,13,0,0
2023-10-31 17:00,2023-10-31 17:00,30370,TRUE,0048 Comox & Broughton,0126 Thurlow & Pendrell,365 Corporate Plus Renewal,686,182,10,13,0,0
2023-10-31 17:00,2023-10-31 17:00,1286,FALSE,0196 Hornby & Drake,0036 Bute & Robson,365 Day Pass Standard,1380,639,16,15,0,0
2023-10-31 17:00,2023-10-31 17:00,988,FALSE,0193 Science World,0083 Aquatic Centre,365 Day Pass Plus,4006,893,15,15,0,0
2023-10-31 17:00,2023-10-31 17:00,30337,TRUE,0305 Georgia & Homer,0055 Keefer & Columbia,365 Corporate Standard,1281,603,0,8,0,0
2023-10-31 17:00,2023-10-31 17:00,535,FALSE,0015 Granville & Georgia,0148 Creekside Park North,365 Corporate Standard,2154,457,13,16,0,0
2023-10-31 17:00,2023-10-31 17:00,30834,TRUE,0037 Hornby & Nelson,0201 Shaw Tower,365 Corporate Standard,1384,479,9,13,0,0
2023-10-31 17:00,2023-10-31 17:00,30337,TRUE,0305 Georgia & Homer,0305 Georgia & Homer,365 Corporate Standard,0,21,11,14,0,0
2023-10-31 17:00,2023-10-31 17:00,2015,FALSE,0081 7th & Heather,0010 Stamps Landing,365 Day Pass Standard,890,1314,21,17,814,1
2023-10-31 17:00,2023-10-31 17:00,1173,FALSE,0012 Dunsmuir & Richards,0044 Pacific & Richards,365 Day Pass Plus,1421,449,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1247,FALSE,0191 7th & Laurel,0017 Marinaside & Davie,365 Day Pass Standard,2211,518,10,13,0,0
2023-10-31 17:00,2023-10-31 17:00,30148,TRUE,0215 Princess & Union,0137 Beach & Seymour,365 Day Pass Standard,3659,760,10,14,0,0
2023-10-31 17:00,2023-10-31 17:00,30345,TRUE,0143 South False Creek Seawall,0230 Alexander & Railway,Community Pass E-bike (PWD),6731,2429,7,11,0,0
2023-10-31 17:00,2023-10-31 17:00,499,FALSE,0055 Keefer & Columbia,0192 7th &  Alder,365 Day Pass Standard,3871,895,11,12,0,0
2023-10-31 17:00,2023-10-31 17:00,585,FALSE,0171 Yukon & 6th,0082 Richards & Davie,30 Day Pass,2719,866,13,15,0,0
2023-10-31 17:00,2023-10-31 17:00,30227,TRUE,0027 Beatty & Nelson,0028 Davie & Beach,365 Day Pass Standard,3641,742,8,5,0,0
2023-10-31 17:00,2023-10-31 17:00,672,FALSE,0221 Glen & Union,0024 Hornby & Pender,30 Day Pass,3287,759,23,18,0,0
2023-10-31 17:00,2023-10-31 17:00,1122,FALSE,0219 Hawks & Union,0161 Alexander & Dunlevy,365 Day Pass Plus SALE,1341,468,13,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1350,FALSE,0516 Heather & 29th,0081 7th & Heather,365 Day Pass Plus,2268,560,15,16,0,0
2023-10-31 17:00,2023-10-31 17:00,30419,TRUE,0015 Granville & Georgia,0041 Cardero & Robson,Pay Per Ride,1592,423,10,13,0,0
2023-10-31 17:00,2023-10-31 17:00,1394,FALSE,0026 Beatty & Robson,0006 Olympic Village Station,30 Day Pass,1474,338,16,17,0,0
2023-10-31 17:00,2023-10-31 17:00,30694,TRUE,0287 Carolina & Great Northern Way,0107 8th & Ontario,365 Day Pass Standard SALE,1529,504,6,11,0,0
2023-10-31 17:00,2023-10-31 17:00,30493,TRUE,0113 Arbutus & 16th,0114 Cypress & 14th,30 Day Pass,589,187,9,12,0,0
2023-10-31 17:00,2023-10-31 17:00,2164,FALSE,0313 Nelson & Denman,0005 Dunsmuir & Beatty,365 Day Pass Standard,2997,1247,12,11,0,0
2023-10-31 17:00,2023-10-31 17:00,30403,TRUE,0076 Cypress & 4th,0452 8th & Macdonald,365 Day Pass Plus,1814,411,10,13,0,0
2023-10-31 17:00,2023-10-31 17:00,30039,TRUE,0154 Kitsilano Beach Park,0400 Jericho Beach,Pay Per Ride,5666,1632,6,4,0,0
2023-10-31 17:00,2023-10-31 17:00,1778,FALSE,0198 5th & Main,0174 1st & Manitoba,365 Day Founding Standard,873,196,18,19,0,0
2023-10-31 17:00,2023-10-31 17:00,1883,FALSE,0170 8th & Yukon,0089 Burrard & Drake,Pay Per Ride,4251,1540,13,13,0,0
2023-10-31 17:00,2023-10-31 17:00,30587,TRUE,0024 Hornby & Pender,0314 Rolston & Granville,30 Day Pass,1902,652,9,13,0,0
2023-10-31 17:00,2023-10-31 17:00,1920,FALSE,0063 Robson & Granville,0082 Richards & Davie,30 Day Pass,937,275,13,14,0,0
2023-10-31 17:00,2023-10-31 17:00,569,FALSE,0159 Vine & 4th,0452 8th & Macdonald,365 Corporate Plus,1188,421,14,14,0,0
2023-10-31 17:00,2023-10-31 17:00,2132,FALSE,0236 Keith & 6th,0105 Stanley Park - Totem Poles,365 Day Pass Plus SALE,9491,2073,16,13,0,0
2023-10-31 17:00,2023-10-31 17:00,1789,FALSE,0054 Expo & Carrall,0197 1st & Scotia,365 Day Pass Standard,1700,510,13,12,0,0
2023-10-31 17:00,2023-10-31 17:00,1636,FALSE,0230 Alexander & Railway,0171 Yukon & 6th,Pay Per Ride,3618,1168,12,13,0,0
2023-10-31 17:00,2023-10-31 17:00,1494,FALSE,0221 Glen & Union,0142 Beach & Cardero,30 Day Pass,6379,1776,24,16,0,0
2023-10-31 17:00,2023-10-31 17:00,401,FALSE,0410 Alma & Point Grey,0410 Alma & Point Grey,Pay Per Ride,314,166,13,14,0,0
2023-10-31 17:00,2023-10-31 18:00,720,FALSE,0032 Comox & Denman,0104 Stanley Park - Second Beach South,Pay Per Ride,11028,4531,12,11,0,0
2023-10-31 17:00,2023-10-31 17:00,603,FALSE,0166 Alder & 11th,0132 14th & Ontario,30 Day Pass,2401,802,14,12,0,0
2023-10-31 17:00,2023-10-31 17:00,1771,FALSE,0166 Alder & 11th,0132 14th & Ontario,30 Day Pass,2362,825,13,14,0,0
2023-10-31 17:00,2023-10-31 17:00,151,FALSE,0019 Robson & Hornby,0026 Beatty & Robson,365 Corporate Plus Renewal,894,262,13,14,0,0
2023-10-31 17:00,2023-10-31 17:00,634,FALSE,0174 1st & Manitoba,0017 Marinaside & Davie,365 Corporate Plus Renewal,2184,453,11,15,0,0
2023-10-31 17:00,2023-10-31 17:00,30262,TRUE,0217 Smithe & Burrard,0093 Chilco & Robson,Pay Per Ride,1655,361,8,5,0,0
2023-10-31 17:00,2023-10-31 17:00,30234,TRUE,0217 Smithe & Burrard,0093 Chilco & Robson,Pay Per Ride,1659,359,9,12,0,0
2023-10-31 17:00,2023-10-31 17:00,30370,TRUE,0126 Thurlow & Pendrell,0048 Comox & Broughton,365 Corporate Plus Renewal,684,173,10,14,0,0
2023-10-31 17:00,2023-10-31 17:00,988,FALSE,0073 Ontario & 5th,0193 Science World,365 Day Founding Standard,876,275,13,15,0,0
2023-10-31 17:00,2023-10-31 17:00,277,FALSE,0129 Richards & Robson,0006 Olympic Village Station,365 Day Pass Standard,1903,473,15,17,0,0
2023-10-31 17:00,2023-10-31 17:00,1731,FALSE,0516 Heather & 29th,0166 Alder & 11th,30 Day Pass,2658,675,15,15,0,0
2023-10-31 17:00,2023-10-31 17:00,30036,TRUE,0209 Stanley Park - Information Booth,0187 Bute & Davie,30 Day Pass,2867,661,17,16,0,0
2023-10-31 17:00,2023-10-31 17:00,1658,FALSE,0228 Keefer & Hawks,0193 Science World,Pay Per Ride,1780,447,14,16,0,0
2023-10-31 17:00,2023-10-31 17:00,1207,FALSE,0232 Britannia Parking Lot,0215 Princess & Union,Community Pass,1723,425,15,18,0,0
2023-10-31 17:00,2023-10-31 17:00,30246,TRUE,0240 2nd & Commercial,0217 Smithe & Burrard,365 Day Pass Standard,5510,1364,9,7,0,0
2023-10-31 17:00,2023-10-31 17:00,1302,FALSE,0012 Dunsmuir & Richards,0148 Creekside Park North,Community Pass E-bike (PWD),2536,1616,12,13,0,0
2023-10-31 17:00,2023-10-31 17:00,2015,FALSE,0010 Stamps Landing,0081 7th & Heather,365 Day Pass Standard,688,330,23,21,0,0
2023-10-31 17:00,2023-10-31 17:00,962,FALSE,0129 Richards & Robson,0082 Richards & Davie,365 Day Pass Plus,735,230,14,14,0,0
2023-10-31 17:00,2023-10-31 17:00,30786,TRUE,0012 Dunsmuir & Richards,0084 Beach & Broughton,365 Corporate Standard,2703,724,0,10,0,0
2023-10-31 17:00,2023-10-31 17:00,30131,TRUE,0002 Burrard Station (Melville & Dunsmuir),0098 Carrall & Hastings,Community Pass E-bike,2224,1303,9,6,0,0
2023-10-31 17:00,2023-10-31 17:00,9,FALSE,0006 Olympic Village Station,0084 Beach & Broughton,365 Day Pass Standard,5742,983,12,17,0,0
2023-10-31 17:00,2023-10-31 17:00,30018,TRUE,0166 Alder & 11th,0464 Trafalgar & Broadway,365 Day Pass Standard,2651,465,6,11,0,0
2023-10-31 17:00,2023-10-31 17:00,30644,TRUE,0124 Richards & Cordova,0044 Pacific & Richards,365 Corporate Standard,1690,554,12,8,0,0
2023-10-31 17:00,2023-10-31 17:00,30767,TRUE,0310 Jervis & Robson,0130 Heather & 16th,Pay Per Ride,4269,1400,10,13,0,0
2023-10-31 17:00,2023-10-31 17:00,1968,FALSE,0187 Bute & Davie,0088 Harwood & Bute,365 Day Founding Plus,2152,1588,15,14,911,2
2023-10-31 17:00,2023-10-31 17:00,2034,FALSE,0001 10th & Cambie,0211 14th & Alder,365 Corporate Plus,1723,826,11,11,0,0
2023-10-31 17:00,2023-10-31 17:00,30647,TRUE,0159 Vine & 4th,0093 Chilco & Robson,30 Day Pass,5071,812,13,14,0,0
2023-10-31 17:00,2023-10-31 17:00,1770,FALSE,0230 Alexander & Railway,0011 Ontario & Seawall,365 Corporate Standard,2707,795,12,14,0,0
2023-10-31 17:00,2023-10-31 18:00,30564,TRUE,0631 Lakewood & Triumph,0222 Adanac & McLean,VIP,2854,3577,9,9,0,0
2023-10-31 17:00,2023-10-31 17:00,1435,FALSE,0161 Alexander & Dunlevy,0030 Abbott & Cordova,Pay Per Ride,1014,246,15,15,0,0
2023-10-31 17:00,2023-10-31 17:00,30897,TRUE,0063 Robson & Granville,0063 Robson & Granville,30 Day Pass,2892,935,9,6,0,0
2023-10-31 17:00,2023-10-31 17:00,30647,TRUE,0159 Vine & 4th,0159 Vine & 4th,30 Day Pass,0,9,13,9,0,0
2023-10-31 17:00,2023-10-31 17:00,30833,TRUE,0132 14th & Ontario,0511 18th & Heather,Pay Per Ride,1519,353,12,14,0,0
2023-10-31 17:00,2023-10-31 17:00,30277,TRUE,0311 13th & Cambie,0557 30th & Ontario,365 Corporate Standard,2285,606,12,13,0,0
2023-10-31 17:00,2023-10-31 17:00,1808,FALSE,0218 Carrall & Seawall,0093 Chilco & Robson,Community Pass E-bike,5484,1269,17,16,0,0
2023-10-31 17:00,2023-10-31 17:00,149,FALSE,0460 Trafalgar & Cornwall,0431 Blenheim & 4th,30 Day Pass,2101,977,16,13,214,1
2023-10-31 16:00,2023-10-31 17:00,2126,FALSE,0107 8th & Ontario,0058 Richards & Smithe,365 Day Pass Plus,3422,913,13,15,0,0
2023-10-31 16:00,2023-10-31 17:00,264,FALSE,0166 Alder & 11th,0311 13th & Cambie,365 Day Pass Standard,1519,534,12,14,0,0
2023-10-31 16:00,2023-10-31 17:00,30857,TRUE,0021 Cordova & Granville,0190 Melville & Bute,365 Day Pass Plus,1065,210,9,6,0,0
2023-10-31 16:00,2023-10-31 17:00,30217,TRUE,0161 Alexander & Dunlevy,0191 7th & Laurel,365 Day Pass Plus SALE,3835,777,15,16,0,0
2023-10-31 16:00,2023-10-31 17:00,2103,FALSE,0050 Bute & Comox,0048 Comox & Broughton,Community Pass E-bike (PWD),369,121,12,14,0,0
2023-10-31 16:00,2023-10-31 17:00,1802,FALSE,0037 Hornby & Nelson,0261 8th & Fraser,365 Day Pass Standard,4269,882,13,15,0,0
2023-10-31 16:00,2023-10-31 17:00,849,FALSE,0012 Dunsmuir & Richards,0171 Yukon & 6th,Community Pass,2472,963,12,13,0,0
2023-10-31 16:00,2023-10-31 17:00,535,FALSE,0039 Helmcken & Burrard,0015 Granville & Georgia,365 Corporate Standard,1000,344,12,14,0,0
2023-10-31 16:00,2023-10-31 17:00,30095,TRUE,0008 8th & Ash,0106 Heather & 14th,365 Day Pass Standard,942,497,8,11,0,0
2023-10-31 16:00,2023-10-31 17:00,30829,TRUE,0245 Woodland & 10th,0262 8th & Prince Edward,Community Pass E-bike (PWD),2,617,9,12,0,0
2023-10-31 16:00,2023-10-31 17:00,30641,TRUE,0011 Ontario & Seawall,0066 Anderson & 2nd,30 Day Pass,2977,526,0,4,0,0
2023-10-31 16:00,2023-10-31 17:00,226,FALSE,0098 Carrall & Hastings,0011 Ontario & Seawall,Pay Per Ride,1474,281,13,14,0,0
2023-10-31 16:00,2023-10-31 17:00,30273,TRUE,0015 Granville & Georgia,0452 8th & Macdonald,UBC Inclusive Corporate Pass,5466,1003,9,12,0,0
2023-10-31 16:00,2023-10-31 17:00,30341,TRUE,0244 10th & Commercial,0186 10th & Kingsway,365 Day Pass Standard SALE,2031,381,11,7,0,0
2023-10-31 16:00,2023-10-31 22:00,1215,FALSE,0071 14th & Granville,0133 Ontario & 16th,365 Day Pass Standard,2799,1336,14,7,0,0
2023-10-31 16:00,2023-10-31 17:00,30493,TRUE,0076 Cypress & 4th,0113 Arbutus & 16th,30 Day Pass,1595,398,9,5,0,0
2023-10-31 16:00,2023-10-31 16:00,30641,TRUE,0011 Ontario & Seawall,0011 Ontario & Seawall,365 Corporate Plus Renewal,76,63,8,5,0,0
2023-10-31 16:00,2023-10-31 17:00,1910,FALSE,0027 Beatty & Nelson,0171 Yukon & 6th,Pay Per Ride,1411,524,14,14,0,0
2023-10-31 16:00,2023-10-31 17:00,260,FALSE,0248 St George & Broadway,0074 10th & Main,365 Corporate Plus,773,301,17,17,0,0
2023-10-31 16:00,2023-10-31 17:00,524,FALSE,0006 Olympic Village Station,0192 7th &  Alder,365 Day Pass Standard,1558,522,12,13,0,0
2023-10-31 16:00,2023-10-31 16:00,1215,FALSE,0071 14th & Granville,0071 14th & Granville,365 Day Pass Standard,0,34,13,12,0,0
2023-10-31 16:00,2023-10-31 17:00,30145,TRUE,0083 Aquatic Centre,0200 Cardero & Bayshore,30 Day Pass,2018,429,0,15,0,0
2023-10-31 16:00,2023-10-31 17:00,987,FALSE,0014 Canada Place,0030 Abbott & Cordova,30 Day Pass,1072,1271,13,14,774,2
2023-10-31 16:00,2023-10-31 17:00,573,FALSE,0027 Beatty & Nelson,0171 Yukon & 6th,Pay Per Ride,1398,412,14,15,0,0
2023-10-31 16:00,2023-10-31 17:00,30759,TRUE,0105 Stanley Park - Totem Poles,0209 Stanley Park - Information Booth,Pay Per Ride,3253,874,18,14,0,0
2023-10-31 16:00,2023-10-31 17:00,21,FALSE,0041 Cardero & Robson,0040 Cardero & Davie,Pay Per Ride,600,255,13,13,0,0
2023-10-31 16:00,2023-10-31 17:00,481,FALSE,0088 Harwood & Bute,0063 Robson & Granville,365 Corporate Standard Renewal,2009,816,12,13,219,1
2023-10-31 16:00,2023-10-31 17:00,29,FALSE,0196 Hornby & Drake,0028 Davie & Beach,365 Day Pass Standard,3399,1983,15,15,0,0
2023-10-31 16:00,2023-10-31 16:00,30493,TRUE,0076 Cypress & 4th,0076 Cypress & 4th,30 Day Pass,0,8,8,11,0,0
2023-10-31 16:00,2023-10-31 16:00,2093,FALSE,0071 14th & Granville,0205 Pine & 10th,365 Day Pass Standard,757,210,13,14,0,0
2023-10-31 16:00,2023-10-31 17:00,30521,TRUE,0217 Smithe & Burrard,0064 Expo & Smithe,365 Day Pass Standard,1367,408,9,6,0,0
2023-10-31 16:00,2023-10-31 17:00,2166,FALSE,0066 Anderson & 2nd,0148 Creekside Park North,365 Day Pass Plus SALE,3771,774,12,15,0,0
2023-10-31 16:00,2023-10-31 17:00,1414,FALSE,0248 St George & Broadway,0109 7th & Arbutus,365 Day Pass Plus SALE,4880,1214,13,15,0,0
2023-10-31 16:00,2023-10-31 17:00,1141,FALSE,0193 Science World,0030 Abbott & Cordova,365 Corporate Plus Renewal,1347,322,15,16,0,0
2023-10-31 16:00,2023-10-31 17:00,1347,FALSE,0242 8th & Commercial,0219 Hawks & Union,365 Day Pass Plus SALE,2832,705,13,16,0,0
2023-10-31 16:00,2023-10-31 17:00,30097,TRUE,0036 Bute & Robson,0196 Hornby & Drake,365 Day Pass Plus,1350,432,10,6,0,0
2023-10-31 16:00,2023-10-31 17:00,315,FALSE,0037 Hornby & Nelson,0092 Chilco & Barclay,365 Day Pass Standard SALE,2056,481,13,15,0,0
2023-10-31 16:00,2023-10-31 17:00,1701,FALSE,0561 20th & Main,0505 28th & Willow,365 Day Pass Standard,3132,1692,13,13,0,0
2023-10-31 16:00,2023-10-31 17:00,844,FALSE,0516 Heather & 29th,0068 Cypress & 10th,365 Corporate Standard,4133,972,16,16,0,0
2023-10-31 16:00,2023-10-31 16:00,30717,TRUE,0098 Carrall & Hastings,0026 Beatty & Robson,Pay Per Ride,958,304,8,5,0,0
2023-10-31 16:00,2023-10-31 17:00,30648,TRUE,0196 Hornby & Drake,0093 Chilco & Robson,365 Day Pass Standard,2720,548,11,7,0,0
2023-10-31 16:00,2023-10-31 16:00,2163,FALSE,0008 8th & Ash,0177 Quebec & 1st,365 Corporate Standard Renewal,1607,375,12,13,0,0
2023-10-31 16:00,2023-10-31 16:00,2088,FALSE,0034 Cordova & Bute,0200 Cardero & Bayshore,365 Day Pass Plus,778,325,11,10,0,0
2023-10-31 16:00,2023-10-31 17:00,30023,TRUE,0213 Pender & Gore,0565 27th & Main,VIP,4667,1206,10,13,0,0
2023-10-31 16:00,2023-10-31 17:00,114,FALSE,0122 Haro & Denman,0014 Canada Place,365 Day Founding Standard,2397,654,13,12,0,0
2023-10-31 16:00,2023-10-31 17:00,454,FALSE,0004 Yaletown-Roundhouse Station,0007 12th & Yukon (City Hall),30 Day Pass,2438,619,12,14,0,0
2023-10-31 16:00,2023-10-31 16:00,30023,TRUE,0213 Pender & Gore,0213 Pender & Gore,VIP,0,5,10,14,0,0
