Departure,Return,Electric bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure temperature (C),Return temperature (C),Stopover duration (sec.),Number of stopovers
2023-01-31 9:00,2023-01-31 9:00,TRUE,0015 Granville & Georgia,0045 Beach & Hornby,Community Pass E-bike (PWD),1707,1345,0,3,894,1
2023-01-31 9:00,2023-01-31 9:00,FALSE,0215 Princess & Union,0222 Adanac & McLean,Community Pass,1621,1102,1,2,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0082 Richards & Davie,0310 Jervis & Robson,365 Corporate Plus,1696,718,-2,1,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0040 Cardero & Davie,0002 Burrard Station (Melville & Dunsmuir),365 Day Founding Standard,1774,519,2,4,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0057 Marinaside & Cooperage,0287 Carolina & Great Northern Way,365 Day Pass Standard,2962,843,1,2,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0186 10th & Kingsway,0021 Cordova & Granville,365 Corporate Plus Renewal,3593,968,-2,1,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0250 Woodland & 4th,0254 Grandview & Commercial,365 Day Pass Standard,488,148,-2,1,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0063 Robson & Granville,0005 Dunsmuir & Beatty,365 Day Pass Standard,1460,458,3,4,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0138 Richards & Helmcken,0019 Robson & Hornby,365 Corporate Standard,882,359,-1,-5,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0064 Expo & Smithe,0099 Vancouver Art Gallery - North Plaza,365 Day Pass Standard,1229,376,2,4,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0196 Hornby & Drake,0052 Cambie & Water,365 Corporate Standard Renewal,2258,838,2,3,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0037 Hornby & Nelson,0073 Ontario & 5th,30 Day Pass,2756,701,2,4,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0177 Quebec & 1st,0004 Yaletown-Roundhouse Station,365 Day Pass Standard,2348,731,2,3,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0250 Woodland & 4th,0253 Charles & Woodland,Community Pass,755,257,1,1,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0464 Trafalgar & Broadway,0005 Dunsmuir & Beatty,365 Corporate Plus,5889,1698,1,3,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0273 Victoria & 4th,0236 Keith & 6th,365 Day Founding Plus,1341,470,1,2,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0204 York & Yew,0108 1st & Chestnut,365 Day Pass Plus,778,239,2,3,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0079 Nelson & Richards,0024 Hornby & Pender,365 Day Pass Standard,1323,459,1,3,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0041 Cardero & Robson,0201 Shaw Tower,365 Corporate Standard Renewal,1325,378,2,4,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0044 Pacific & Richards,0012 Dunsmuir & Richards,365 Day Pass Standard,1502,463,3,1,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0001 10th & Cambie,0354 Station & Terminal,365 Day Pass Standard,2207,604,2,4,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0298 6th & Carolina,0006 Olympic Village Station,365 Corporate Standard,2066,824,1,2,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0197 1st & Scotia,0012 Dunsmuir & Richards,365 Corporate Standard Renewal,2450,687,2,4,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0035 Hastings & Broughton,0308 Seymour & Cordova,30 Day Pass,1374,418,2,4,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0215 Princess & Union,0073 Ontario & 5th,365 Day Pass Standard,2153,532,-1,2,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0981 Workshop - Service Complete,0981 Workshop - Service Complete,VIP,0,15,18,21,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0193 Science World,0006 Olympic Village Station,365 Corporate Standard,1564,390,2,3,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0040 Cardero & Davie,0037 Hornby & Nelson,365 Day Pass Plus SALE,1365,390,0,3,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0107 8th & Ontario,0007 12th & Yukon (City Hall),365 Day Pass Standard,974,280,-2,1,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0084 Beach & Broughton,0011 Ontario & Seawall,365 Corporate Standard Renewal,4304,986,2,5,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0240 2nd & Commercial,0021 Cordova & Granville,365 Corporate Standard Renewal,4731,1044,-1,2,0,0
2023-01-31 9:00,2023-01-31 18:00,FALSE,0217 Smithe & Burrard,0036 Bute & Robson,Pay Per Ride,520,251,1,3,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0217 Smithe & Burrard,0015 Granville & Georgia,365 Day Pass Plus,651,282,2,2,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0073 Ontario & 5th,0107 8th & Ontario,365 Day Pass Standard,350,171,-1,2,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0064 Expo & Smithe,0030 Abbott & Cordova,Pay Per Ride,1135,492,2,3,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0197 1st & Scotia,0174 1st & Manitoba,365 Day Pass Plus,726,273,1,2,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0073 Ontario & 5th,0073 Ontario & 5th,365 Day Pass Standard,0,5,-1,-5,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0203 Pine & 14th,0139 Burrard & 4th,Archived Monthly Plus,1231,412,1,3,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0233 Thornton & National,0232 Britannia Parking Lot,Community Pass,2133,775,2,2,0,0
2023-01-31 9:00,2023-01-31 9:00,FALSE,0191 7th & Laurel,0108 1st & Chestnut,365 Day Pass Standard,2313,930,1,2,0,0
2023-01-31 9:00,2023-01-31 9:00,TRUE,0107 8th & Ontario,0170 8th & Yukon,365 Corporate Plus Renewal,539,133,-1,-4,0,0
2023-01-31 8:00,2023-01-31 9:00,FALSE,0071 14th & Granville,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Plus,4906,1820,1,1,0,0
2023-01-31 8:00,2023-01-31 9:00,FALSE,0053 Keefer & Abbott,0230 Alexander & Railway,365 Day Pass Standard,1794,410,2,3,0,0
2023-01-31 8:00,2023-01-31 9:00,TRUE,0174 1st & Manitoba,0112 10th & Oak,365 Day Pass Plus,2114,481,-3,0,0,0
2023-01-31 8:00,2023-01-31 9:00,FALSE,0174 1st & Manitoba,0218 Carrall & Seawall,365 Day Pass Plus,1208,420,2,4,0,0
2023-01-31 8:00,2023-01-31 9:00,TRUE,0244 10th & Commercial,0980 Workshop - Balancer Bike Check In,VIP,2203,648,-2,1,0,0
2023-01-31 8:00,2023-01-31 9:00,FALSE,0260 10th & Fraser,0001 10th & Cambie,365 Corporate Standard,1909,499,1,3,0,0
2023-01-31 8:00,2023-01-31 9:00,FALSE,0130 Heather & 16th,0557 30th & Ontario,365 Day Founding Standard,2411,748,2,4,0,0
2023-01-31 8:00,2023-01-31 8:00,TRUE,0096 Nicola & Robson,0058 Richards & Smithe,365 Day Pass Plus,1412,417,-1,-5,0,0
2023-01-31 8:00,2023-01-31 9:00,FALSE,0073 Ontario & 5th,0219 Hawks & Union,365 Corporate Plus Renewal,2540,822,2,3,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0213 Pender & Gore,0014 Canada Place,365 Corporate Plus Renewal,1845,597,2,3,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0084 Beach & Broughton,0017 Marinaside & Davie,365 Corporate Plus Renewal,2483,676,2,4,0,0
2023-01-31 8:00,2023-01-31 9:00,FALSE,0217 Smithe & Burrard,0230 Alexander & Railway,365 Corporate Plus Renewal,3293,842,1,4,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0196 Hornby & Drake,0012 Dunsmuir & Richards,365 Day Pass Standard,0,504,2,1,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0088 Harwood & Bute,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Standard,1733,565,1,3,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0025 Homer & Robson (Vancouver Public Library),0308 Seymour & Cordova,30 Day Pass,853,452,2,2,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0030 Abbott & Cordova,0001 10th & Cambie,365 Corporate Plus Renewal,3471,1013,1,4,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0242 8th & Commercial,0245 Woodland & 10th,30 Day Pass,957,612,1,0,0,0
2023-01-31 8:00,2023-01-31 8:00,TRUE,0129 Richards & Robson,0308 Seymour & Cordova,365 Day Pass Plus,767,238,-3,0,0,0
2023-01-31 8:00,2023-01-31 8:00,TRUE,0554 Ontario & 23rd,0236 Keith & 6th,VIP,3654,822,-3,1,0,0
2023-01-31 8:00,2023-01-31 8:00,TRUE,0611 Wall & Eton,0285 Commercial & Pandora,365 Day Pass Standard,944,256,-2,-6,0,0
2023-01-31 8:00,2023-01-31 8:00,TRUE,0047 Chilco & Beach,0004 Yaletown-Roundhouse Station,365 Day Pass Plus,2954,598,-1,3,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0006 Olympic Village Station,0354 Station & Terminal,365 Day Pass Standard,1768,669,1,1,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0273 Victoria & 4th,0173 Columbia & 1st,365 Corporate Plus Renewal,3871,1127,1,4,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0089 Burrard & Drake,0012 Dunsmuir & Richards,365 Day Pass Plus SALE,2054,666,2,4,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0093 Chilco & Robson,0045 Beach & Hornby,365 Corporate Plus Renewal,2554,735,0,3,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0037 Hornby & Nelson,0002 Burrard Station (Melville & Dunsmuir),365 Day Founding Standard,812,249,2,3,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0148 Creekside Park North,0039 Helmcken & Burrard,365 Day Pass Standard,2393,772,2,3,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0161 Alexander & Dunlevy,0052 Cambie & Water,30 Day Pass,1096,251,1,3,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0193 Science World,0171 Yukon & 6th,365 Corporate Plus,1580,545,2,2,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0039 Helmcken & Burrard,0138 Richards & Helmcken,365 Corporate Standard,502,254,2,3,0,0
2023-01-31 8:00,2023-01-31 8:00,TRUE,0196 Hornby & Drake,0024 Hornby & Pender,365 Day Pass Standard,1377,456,-2,2,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0204 York & Yew,0004 Yaletown-Roundhouse Station,30 Day Pass,3007,755,1,4,0,0
2023-01-31 8:00,2023-01-31 9:00,FALSE,0028 Davie & Beach,0031 Morton & Denman,Pay Per Ride,12145,4565,2,4,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0159 Vine & 4th,0112 10th & Oak,365 Corporate Plus,3018,1037,2,3,0,0
2023-01-31 8:00,2023-01-31 9:00,FALSE,0028 Davie & Beach,0028 Davie & Beach,Pay Per Ride,12125,4815,2,4,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0207 Alberni & Jervis,0082 Richards & Davie,365 Corporate Plus,1931,767,2,2,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0207 Alberni & Jervis,0165 Columbia & 5th,30 Day Pass,3491,1032,1,2,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0177 Quebec & 1st,0006 Olympic Village Station,365 Day Pass Plus,1257,303,2,4,0,0
2023-01-31 8:00,2023-01-31 8:00,FALSE,0134 14th & Main,0001 10th & Cambie,365 Day Pass Plus,1431,470,1,-1,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0174 1st & Manitoba,0197 1st & Scotia,365 Day Pass Plus,706,266,2,2,0,0
2023-01-31 7:00,2023-01-31 8:00,TRUE,0087 Broughton & Davie,0015 Granville & Georgia,30 Day Pass,2215,606,0,3,0,0
2023-01-31 7:00,2023-01-31 8:00,TRUE,0126 Thurlow & Pendrell,0170 8th & Yukon,VIP,2970,590,-2,1,0,0
2023-01-31 7:00,2023-01-31 8:00,TRUE,0004 Yaletown-Roundhouse Station,0236 Keith & 6th,365 Day Founding Standard,4298,1041,0,-3,0,0
2023-01-31 7:00,2023-01-31 7:00,TRUE,0041 Cardero & Robson,0016 Pender & Burrard,365 Day Pass Plus,1298,426,-1,-5,0,0
2023-01-31 7:00,2023-01-31 8:00,FALSE,0297 6th & Prince Edward,0354 Station & Terminal,365 Day Pass Plus,1425,1455,2,4,0,0
2023-01-31 7:00,2023-01-31 8:00,FALSE,0112 10th & Oak,0244 10th & Commercial,365 Day Founding Plus,4226,1089,2,4,0,0
2023-01-31 7:00,2023-01-31 7:00,TRUE,0211 14th & Alder,0165 Columbia & 5th,365 Day Pass Standard,2520,587,-3,1,0,0
2023-01-31 7:00,2023-01-31 8:00,FALSE,0256 Prince Edward & 16th,0017 Marinaside & Davie,365 Day Founding Standard,4447,1163,1,1,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0227 Campbell & Hastings,0233 Thornton & National,Community Pass,1455,406,0,3,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0060 Bidwell & Burnaby,0057 Marinaside & Cooperage,30 Day Pass,3589,853,2,3,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0044 Pacific & Richards,0053 Keefer & Abbott,Pay Per Ride,1966,688,3,3,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0044 Pacific & Richards,0044 Pacific & Richards,Pay Per Ride,0,24,4,2,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0081 7th & Heather,0193 Science World,365 Day Pass Standard,1988,598,1,3,0,0
2023-01-31 7:00,2023-01-31 7:00,TRUE,0193 Science World,0073 Ontario & 5th,30 Day Pass,879,286,-2,-5,0,0
2023-01-31 7:00,2023-01-31 7:00,TRUE,0039 Helmcken & Burrard,0108 1st & Chestnut,365 Day Pass Plus,1830,378,-1,2,0,0
2023-01-31 7:00,2023-01-31 7:00,TRUE,0084 Beach & Broughton,0065 Cypress & Cornwall,30 Day Pass,1915,337,-1,2,0,0
2023-01-31 7:00,2023-01-31 7:00,TRUE,0036 Bute & Robson,0126 Thurlow & Pendrell,365 Corporate Standard,601,168,-2,1,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0218 Carrall & Seawall,0174 1st & Manitoba,365 Day Pass Plus,1212,430,0,1,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0150 Alexander & Main,0305 Georgia & Homer,30 Day Pass,1476,658,1,2,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0197 1st & Scotia,0055 Keefer & Columbia,365 Corporate Standard,1506,381,-1,2,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0096 Nicola & Robson,0083 Aquatic Centre,30 Day Pass,2019,615,2,3,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0096 Nicola & Robson,0096 Nicola & Robson,30 Day Pass,0,16,2,1,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0561 20th & Main,0074 10th & Main,365 Day Pass Standard,1137,349,1,3,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0219 Hawks & Union,0073 Ontario & 5th,365 Corporate Plus Renewal,2558,816,1,2,0,0
2023-01-31 7:00,2023-01-31 7:00,TRUE,0048 Comox & Broughton,0201 Shaw Tower,Pay Per Ride,1514,347,-2,1,0,0
2023-01-31 7:00,2023-01-31 7:00,TRUE,0202 14th & Oak,0073 Ontario & 5th,365 Day Pass Standard,2521,645,-2,-5,0,0
2023-01-31 7:00,2023-01-31 7:00,TRUE,0246 Glen & Broadway,0997 Workshop - Demo Station,VIP,2411,556,-2,1,0,0
2023-01-31 7:00,2023-01-31 7:00,FALSE,0133 Ontario & 16th,0011 Ontario & Seawall,365 Day Pass Plus SALE,1698,442,1,4,0,0
2023-01-31 6:00,2023-01-31 7:00,TRUE,0283 15th & Knight,0997 Workshop - Demo Station,VIP,2573,604,-3,1,0,0
2023-01-31 6:00,2023-01-31 7:00,FALSE,0236 Keith & 6th,0225 McLean & Pender,365 Day Founding Standard,2158,770,1,3,0,0
2023-01-31 6:00,2023-01-31 6:00,FALSE,0174 1st & Manitoba,0008 8th & Ash,365 Corporate Plus,1290,418,2,2,0,0
2023-01-31 6:00,2023-01-31 6:00,TRUE,0036 Bute & Robson,0002 Burrard Station (Melville & Dunsmuir),VIP,635,149,-2,-6,0,0
2023-01-31 6:00,2023-01-31 6:00,TRUE,0036 Bute & Robson,0036 Bute & Robson,VIP,0,8,-3,-6,0,0
2023-01-31 6:00,2023-01-31 6:00,FALSE,0212 Union & Dunlevy,0002 Burrard Station (Melville & Dunsmuir),365 Day Pass Standard,2287,600,1,3,0,0
2023-01-31 6:00,2023-01-31 6:00,FALSE,0260 10th & Fraser,0001 10th & Cambie,365 Day Pass Standard,1878,516,1,3,0,0
2023-01-31 6:00,2023-01-31 6:00,FALSE,0260 10th & Fraser,0001 10th & Cambie,365 Day Pass Standard,1901,518,1,4,0,0
2023-01-31 6:00,2023-01-31 6:00,TRUE,0187 Bute & Davie,0099 Vancouver Art Gallery - North Plaza,VIP,1327,441,-1,-4,0,0
2023-01-31 6:00,2023-01-31 6:00,TRUE,0106 Heather & 14th,0073 Ontario & 5th,Pay Per Ride,1941,509,-2,-4,0,0
2023-01-31 6:00,2023-01-31 6:00,TRUE,0106 Heather & 14th,0106 Heather & 14th,Pay Per Ride,0,6,-2,-5,0,0
2023-01-31 6:00,2023-01-31 6:00,FALSE,0150 Alexander & Main,0052 Cambie & Water,365 Day Pass Plus,716,207,2,3,0,0
2023-01-31 6:00,2023-01-31 6:00,TRUE,0187 Bute & Davie,0002 Burrard Station (Melville & Dunsmuir),VIP,1227,370,-1,-5,0,0
2023-01-31 6:00,2023-01-31 6:00,FALSE,0198 5th & Main,0006 Olympic Village Station,365 Day Pass Standard,1206,274,1,3,0,0
2023-01-31 6:00,2023-01-31 6:00,TRUE,0352 Commercial & 20th,0001 10th & Cambie,365 Day Pass Standard SALE,4312,965,-3,0,0,0
2023-01-31 6:00,2023-01-31 6:00,FALSE,0300 Bute & Barclay,0026 Beatty & Robson,365 Day Pass Standard,1582,555,3,4,0,0
2023-01-31 6:00,2023-01-31 6:00,TRUE,0192 7th &  Alder,0081 7th & Heather,365 Day Pass Plus SALE,847,178,-2,1,0,0
2023-01-31 5:00,2023-01-31 6:00,FALSE,0047 Chilco & Beach,0165 Columbia & 5th,365 Day Pass Standard,7220,1806,3,3,0,0
2023-01-31 5:00,2023-01-31 5:00,TRUE,0130 Heather & 16th,0524 King Edward & Cambie,365 Day Pass Standard,1147,296,-3,-6,0,0
2023-01-31 5:00,2023-01-31 5:00,TRUE,0161 Alexander & Dunlevy,0215 Princess & Union,Community Pass E-bike (PWD),1044,242,0,-3,0,0
2023-01-31 5:00,2023-01-31 5:00,FALSE,0053 Keefer & Abbott,0064 Expo & Smithe,365 Day Pass Standard,763,188,4,6,0,0
2023-01-31 4:00,2023-01-31 5:00,TRUE,0005 Dunsmuir & Beatty,0287 Carolina & Great Northern Way,30 Day Pass,2623,609,-2,-5,0,0
2023-01-31 4:00,2023-01-31 4:00,FALSE,0044 Pacific & Richards,0006 Olympic Village Station,365 Day Pass Standard,1952,418,3,4,0,0
2023-01-31 3:00,2023-01-31 3:00,FALSE,0081 7th & Heather,0070 10th & Granville,Community Pass,1803,739,2,2,0,0
2023-01-31 2:00,2023-01-31 2:00,FALSE,0108 1st & Chestnut,0154 Kitsilano Beach Park,365 Day Founding Standard,925,226,3,5,0,0
2023-01-31 2:00,2023-01-31 5:00,TRUE,0122 Haro & Denman,0021 Cordova & Granville,30 Day Pass,6365,10872,9,-3,0,0
2023-01-31 1:00,2023-01-31 1:00,TRUE,0287 Carolina & Great Northern Way,0005 Dunsmuir & Beatty,30 Day Pass,2662,592,-2,-4,0,0
2023-01-31 1:00,2023-01-31 1:00,TRUE,0287 Carolina & Great Northern Way,0287 Carolina & Great Northern Way,30 Day Pass,0,8,-2,0,0,0
2023-01-31 1:00,2023-01-31 1:00,TRUE,0060 Bidwell & Burnaby,0199 Georgia & Main,365 Corporate Plus Renewal,4836,1031,0,3,0,0
2023-01-31 1:00,2023-01-31 1:00,TRUE,0060 Bidwell & Burnaby,0199 Georgia & Main,365 Corporate Plus Renewal,4810,1041,-1,-4,0,0
2023-01-31 1:00,2023-01-31 1:00,TRUE,0108 1st & Chestnut,0028 Davie & Beach,365 Day Pass Plus,2839,699,-1,-4,0,0
2023-01-31 1:00,2023-01-31 1:00,FALSE,0106 Heather & 14th,0180 Columbia & 14th,365 Corporate Plus,914,714,2,3,0,0
2023-01-31 1:00,2023-01-31 1:00,FALSE,0076 Cypress & 4th,0108 1st & Chestnut,365 Day Pass Plus,394,123,3,2,0,0
2023-01-31 1:00,2023-01-31 1:00,FALSE,0229 Keefer & Princess,0010 Stamps Landing,30 Day Pass,3024,871,2,4,0,0
2023-01-31 0:00,2023-01-31 1:00,FALSE,0001 10th & Cambie,0112 10th & Oak,365 Day Pass Standard,957,967,3,4,0,0
2023-01-31 0:00,2023-01-31 1:00,TRUE,0039 Helmcken & Burrard,0037 Hornby & Nelson,Pay Per Ride,1029,341,0,-3,0,0
2023-01-31 0:00,2023-01-31 0:00,TRUE,0053 Keefer & Abbott,0287 Carolina & Great Northern Way,30 Day Pass,2545,612,-2,-5,0,0
2023-01-31 0:00,2023-01-31 0:00,TRUE,0126 Thurlow & Pendrell,0048 Comox & Broughton,365 Corporate Plus,679,171,0,3,0,0
2023-01-31 0:00,2023-01-31 0:00,FALSE,0039 Helmcken & Burrard,0019 Robson & Hornby,365 Day Pass Standard,588,125,4,5,0,0
2023-01-31 0:00,2023-01-31 0:00,TRUE,0170 8th & Yukon,0070 10th & Granville,365 Day Pass Standard,2216,420,0,-3,0,0
2023-01-31 0:00,2023-01-31 0:00,FALSE,0030 Abbott & Cordova,0207 Alberni & Jervis,30 Day Pass,2462,972,3,3,0,0
2023-01-31 0:00,2023-01-31 0:00,FALSE,0017 Marinaside & Davie,0148 Creekside Park North,365 Day Pass Standard,0,302,3,3,0,0
2023-01-31 0:00,2023-01-31 0:00,FALSE,0283 15th & Knight,0561 20th & Main,Community Pass E-bike,2595,777,2,3,0,0
2023-01-31 0:00,2023-01-31 0:00,FALSE,0253 Charles & Woodland,0282 14th & Fraser,365 Day Pass Standard,2952,936,2,4,0,0
2023-01-30 23:00,2023-01-31 0:00,TRUE,0057 Marinaside & Cooperage,0060 Bidwell & Burnaby,365 Corporate Plus Renewal,3458,755,0,3,0,0
2023-01-30 23:00,2023-01-31 0:00,TRUE,0057 Marinaside & Cooperage,0060 Bidwell & Burnaby,365 Corporate Plus Renewal,3440,757,0,-3,0,0
2023-01-30 23:00,2023-01-31 0:00,FALSE,0057 Marinaside & Cooperage,0047 Chilco & Beach,365 Day Pass Plus,3796,805,3,7,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0199 Georgia & Main,0057 Marinaside & Cooperage,365 Corporate Plus Renewal,1654,548,3,2,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0199 Georgia & Main,0057 Marinaside & Cooperage,365 Corporate Plus Renewal,1703,556,3,2,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0187 Bute & Davie,0030 Abbott & Cordova,Community Pass,2869,800,3,3,0,0
2023-01-30 23:00,2023-01-31 0:00,FALSE,0074 10th & Main,0272 Pender & Victoria,365 Day Pass Plus SALE,4888,1348,2,2,0,0
2023-01-30 23:00,2023-01-31 0:00,FALSE,0193 Science World,0050 Bute & Comox,365 Corporate Plus Renewal,3410,1037,3,5,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0136 David Lam Park - West,0057 Marinaside & Cooperage,365 Corporate Plus Renewal,1257,357,3,5,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0193 Science World,0144 Wylie & 2nd,365 Day Pass Plus,1349,346,2,4,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0045 Beach & Hornby,0084 Beach & Broughton,365 Day Pass Plus,882,166,4,6,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0138 Richards & Helmcken,0217 Smithe & Burrard,Community Pass,945,405,4,5,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0287 Carolina & Great Northern Way,0236 Keith & 6th,Pay Per Ride,1070,661,2,2,0,0
2023-01-30 23:00,2023-01-30 23:00,TRUE,0171 Yukon & 6th,0511 18th & Heather,365 Day Pass Standard,1751,396,0,-3,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0173 Columbia & 1st,0171 Yukon & 6th,365 Day Pass Standard,708,194,2,3,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0053 Keefer & Abbott,0256 Prince Edward & 16th,30 Day Pass,3716,968,3,5,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0005 Dunsmuir & Beatty,0050 Bute & Comox,365 Day Pass Standard,2154,855,3,5,102,1
2023-01-30 23:00,2023-01-30 23:00,FALSE,0082 Richards & Davie,0088 Harwood & Bute,365 Corporate Plus Renewal,1143,379,3,5,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0005 Dunsmuir & Beatty,0019 Robson & Hornby,365 Day Pass Plus,1286,509,4,5,0,0
2023-01-30 23:00,2023-01-30 23:00,FALSE,0282 14th & Fraser,0212 Union & Dunlevy,365 Day Pass Plus,3158,714,2,5,0,0
2023-01-30 22:00,2023-01-30 22:00,FALSE,0126 Thurlow & Pendrell,0082 Richards & Davie,365 Corporate Standard,1047,277,4,5,0,0
2023-01-30 22:00,2023-01-30 23:00,FALSE,0028 Davie & Beach,0122 Haro & Denman,365 Day Pass Standard,0,905,4,3,0,0
2023-01-30 22:00,2023-01-30 23:00,FALSE,0028 Davie & Beach,0122 Haro & Denman,365 Day Pass Standard,2587,889,3,5,0,0
2023-01-30 22:00,2023-01-30 23:00,TRUE,0981 Workshop - Service Complete,0057 Marinaside & Cooperage,VIP,3309,626,18,12,0,0
2023-01-30 22:00,2023-01-30 22:00,FALSE,0001 10th & Cambie,0202 14th & Oak,365 Day Pass Standard,1394,460,2,5,0,0
2023-01-30 22:00,2023-01-30 22:00,FALSE,0001 10th & Cambie,0202 14th & Oak,365 Day Pass Standard,1382,468,1,2,0,0
2023-01-30 22:00,2023-01-30 22:00,FALSE,0011 Ontario & Seawall,0197 1st & Scotia,365 Day Pass Plus,757,292,1,2,0,0
2023-01-30 22:00,2023-01-30 23:00,FALSE,0207 Alberni & Jervis,0004 Yaletown-Roundhouse Station,365 Day Pass Plus,2309,1172,3,5,0,0
2023-01-30 22:00,2023-01-30 22:00,FALSE,0207 Alberni & Jervis,0207 Alberni & Jervis,365 Day Pass Plus,59,130,3,3,0,0
2023-01-30 22:00,2023-01-30 23:00,FALSE,0207 Alberni & Jervis,0078 Nelson & Mainland,365 Day Pass Plus,4277,2497,4,5,0,0
2023-01-30 22:00,2023-01-31 7:00,FALSE,0207 Alberni & Jervis,0004 Yaletown-Roundhouse Station,365 Day Pass Standard,2693,32637,3,2,0,0
